,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BANK OF BAHRAIN & KUWAIT B.S.C.,192.73,85.82,224.05,267.25,396.27,887.28,11.19,-,"2,064.60",-,-,-,-,-,-,-,-,-,-,-,-,-,-,381.01,20.00,128.45,529.45,124.75,-,9.57,-,-,111.77,-,16.26,262.35,8.02,16.72,26.48,23.10,111.61,52.47,2.28,-,240.67,97.27,0.00,79.62,47.81,16.87,"1,037.38",119.21,36.16,"1,434.33"
,,BANK OF CEYLON,22.46,4.11,14.46,37.00,27.73,111.42,61.50,-,278.68,-,-,-,-,-,-,-,-,-,4.72,-,9.69,23.49,18.82,15.19,-,-,71.91,8.64,-,-,-,-,-,-,2.16,10.80,-,-,-,-,-,-,-,-,-,14.21,6.23,82.41,103.47,38.05,53.25,30.92,48.08,376.62
,,BANK OF CHINA LIMITED,7.66,4.00,0.50,2.02,1.56,-,-,-,15.74,-,-,-,-,-,-,-,-,-,-,-,34.91,19.38,-,90.62,-,-,144.92,2.22,-,-,-,-,-,-,-,2.22,23.23,-,-,6.11,5.22,39.49,0.17,0.17,74.38,-,15.00,55.00,10.00,-,-,-,-,80.00
,,BANK OF NOVA SCOTIA,4.61,1.64,13.09,-,12.80,0.56,-,-,32.70,-,-,-,-,-,-,-,-,-,574.89,1.39,13.80,0.02,2.32,0.26,-,0.01,592.69,8.35,-,-,-,-,-,-,-,8.35,0.04,-,-,-,-,0.82,-,-,0.87,-,0.01,0.03,0.04,0.09,0.35,0.35,1.92,2.79
,,BARCLAYS BANK PLC,"5,185.07","6,041.78","5,284.27","3,251.01",554.22,582.69,714.98,6.33,"21,620.34","3,646.37",-,-,-,-,-,-,-,"3,646.37","28,991.65",918.62,864.90,657.34,604.40,"1,000.62",101.99,-2.43,"33,137.08",358.37,-,230.04,-,-,206.43,-,-,794.83,"1,139.77",1.00,3.68,64.09,20.13,15.43,-,6.33,"1,250.42",291.03,184.22,581.15,"1,851.82","1,675.88","3,746.27",660.45,35.23,"9,026.06"
,,BNP PARIBAS,"8,077.69","2,925.18","2,558.11",736.23,201.51,"4,880.22",1.25,8.09,"19,388.28","6,900.09","1,059.31","5,130.93",-,-,-,-,966.19,"14,056.53","25,085.33",525.95,"1,031.48",135.14,556.97,"1,128.31","1,644.87",184.54,"30,292.59",151.94,67.40,20.87,16.79,125.46,0.40,-,-,382.86,653.70,16.51,0.02,1.77,54.53,784.95,-,966.26,"2,477.75","1,631.47",852.31,974.32,338.95,"1,751.76","6,632.63",741.59,-,"12,923.02"
,,CITIBANK N.A,"47,428.51","9,148.17","10,663.66","5,533.29",398.49,"118,427.02",21.91,4.50,"191,625.55","3,691.45",652.90,819.20,810.67,55.96,16.60,-,-,"6,046.79","58,092.27","11,072.29","10,275.33","1,044.26","4,157.72","18,943.08",172.21,"7,001.65","110,758.81","5,137.20","1,088.39","2,160.05","2,825.16","1,649.37",546.03,898.44,283.85,"14,588.50","10,563.28",921.25,"1,158.65",802.33,39.28,"5,671.77",-,57.60,"19,214.17","8,021.09","10,932.97","21,186.13","10,381.68","6,391.93","9,373.86","1,786.28",233.69,"68,307.62"
,,COOPERATIEVE RABOBANK U.A.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82.43,-,-,-,82.43,0.01,-,-,-,0.07,-,-,-,0.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,"3,226.65","1,519.50","2,515.95",103.81,286.32,"1,349.10",-,-,"9,001.34","3,200.50",-,-,-,-,375.32,-,-,"3,575.83","7,559.37",397.02,877.49,155.09,487.98,492.54,-,25.29,"9,994.79",143.87,49.07,92.49,147.35,24.30,32.11,-,"3,246.50","3,735.69",47.24,-,41.11,14.95,"1,009.16",480.05,-,0.00,"1,592.51",250.10,584.02,"1,495.53",590.72,523.64,"1,108.39",328.01,18.02,"4,898.44"
,,CREDIT SUISSE AG,289.50,19.79,"1,875.87",71.99,7.17,130.18,-,-,"2,394.51",-,-,-,-,-,-,-,-,-,"2,350.38",388.80,13.28,13.43,2.02,47.65,-,1.76,"2,817.32",37.43,0.03,0.75,-,-,-,-,58.38,96.59,0.22,0.83,0.05,-,3.20,0.59,-,-,4.88,0.79,518.19,769.01,15.14,6.49,923.53,-,-,"2,233.15"
,,"CTBC BANK CO., LTD.",310.46,417.52,691.66,394.93,124.21,324.15,0.06,-,"2,262.98",108.34,18.18,16.68,39.95,-,-,-,-,183.15,112.24,58.69,275.93,285.47,25.05,82.91,85.43,104.88,"1,030.60",20.55,16.68,16.68,39.95,-,-,-,16.68,110.54,64.76,18.18,16.68,39.95,-,2.07,-,-,141.64,196.47,137.15,398.34,860.66,12.53,374.04,142.99,0.24,"2,122.42"
,,DBS BANK INDIA LIMITED,"11,017.34","8,700.13","12,399.14","10,394.55","13,432.10","22,898.42",484.61,112.12,"79,438.41","20,360.59",-,877.95,673.26,"2,219.02","2,860.52",-,-,"26,991.34","34,320.90","1,529.08","2,423.55","1,926.43","2,281.15","7,910.89","2,643.48","2,293.17","55,328.64","1,764.98",157.62,"1,382.27",461.07,23.02,235.85,148.21,879.03,"5,052.04","2,220.23",39.67,62.10,102.87,"2,393.66","1,413.04",69.03,0.04,"6,300.65",308.72,"4,414.45","9,105.18","7,507.73","6,474.05","14,470.79","6,025.44","3,894.98","52,201.35"
,,DEUTSCHE BANK AG,"18,629.39","4,718.68","9,566.10","2,099.89","3,686.98","36,996.63","1,295.18",0.64,"76,993.50","17,184.14",-,-,-,-,"7,925.00",-,0.09,"25,109.23","47,145.16",863.88,"1,409.03",356.38,522.23,"6,432.62",205.78,"2,300.84","59,235.93",263.42,48.84,250.08,31.59,321.90,-,-,305.97,"1,221.81","2,248.87",-,-,-,-,"2,482.09",-,847.10,"5,578.07","14,738.45","6,426.17","3,266.96","2,643.25","2,914.57","15,100.14","5,015.97","10,135.17","60,240.67"
,,DOHA BANK Q.P.S.C.,52.69,16.95,90.16,99.41,238.00,371.64,8.16,2.45,879.45,24.98,-,-,-,-,-,-,-,24.98,20.16,6.49,60.09,38.04,91.07,192.05,3.12,0.94,411.96,91.30,6.55,55.35,17.03,4.83,-,-,-,175.06,5.05,4.24,11.34,46.21,68.89,33.90,0.49,-,170.11,173.31,51.65,54.78,72.61,95.81,129.84,33.44,69.94,681.38
,,EMIRATES NBD BANK (P.J.S.C.),"2,043.35","1,178.75",449.45,440.23,120.82,361.96,52.33,-,"4,646.89",462.84,-,431.15,170.77,-,-,-,-,"1,064.76",968.25,71.43,83.09,215.18,319.00,139.20,61.34,84.01,"1,941.52",894.66,368.28,195.49,616.28,66.50,-,-,41.70,"2,182.92",335.46,-,432.43,174.17,51.04,28.91,-,-,"1,022.01","1,061.25",775.14,"1,047.99",859.30,255.68,544.05,23.11,75.11,"4,641.63"
,,FIRST ABU DHABI BANK PJSC,23.94,115.00,124.70,22.70,80.00,135.69,-,-,502.03,"4,071.10",-,-,-,-,-,-,-,"4,071.10","5,784.52",5.40,5.85,1.07,3.76,6.25,-,-,"5,806.85",15.28,1.72,0.42,-,-,-,-,-,17.42,1.49,-,-,-,-,8.43,-,-,9.92,91.03,5.82,145.18,339.04,132.00,480.00,-,-,"1,193.07"
,,FIRSTRAND BANK LTD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,812.32,292.43,790.21,197.16,302.48,700.46,-,-,"3,095.06","1,500.56",-,173.14,-,-,-,-,-,"1,673.70","2,604.90",224.39,175.84,37.30,405.48,225.00,-,83.88,"3,756.77",48.30,5.67,100.01,-,-,-,-,42.54,196.52,35.33,-,173.14,-,-,226.91,-,-,435.39,426.45,66.98,269.50,81.41,360.00,218.33,-,-,"1,422.69"
,,INDUSTRIAL BANK OF KOREA,81.90,3.68,72.52,5.22,23.17,144.48,0.37,0.10,331.45,-,-,-,-,-,-,-,-,-,4.84,9.67,24.57,4.89,23.48,-,-,-,67.45,4.61,-,-,-,-,-,-,-,4.61,0.08,-,-,-,-,0.45,-,-,0.53,77.99,9.31,30.14,58.37,76.41,149.31,105.59,41.43,548.56
,,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,"52,307.51","4,890.92","6,078.71","1,659.64",845.16,"6,271.72",0.00,-,"72,053.66","16,272.33",-,-,-,-,-,-,-,"16,272.33","75,030.19",682.62,"1,439.53",405.16,"3,512.67","3,462.02","1,990.74","4,502.42","91,025.35",390.47,8.43,137.01,142.43,140.74,62.88,102.99,66.78,"1,051.72","4,295.57",-,99.02,-,53.61,-,-,-,"4,448.21","2,285.49","2,077.11","2,777.58","1,316.18","2,072.18","1,393.43",572.78,-,"12,494.74"
,,JSC VTB BANK,98.03,-,-,-,-,555.52,-,-,653.55,-,-,-,-,-,-,-,-,-,72.92,43.47,154.76,-,-,-,-,-,271.15,0.09,-,-,-,-,-,-,-,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,KEB HANA BANK,420.44,173.78,997.88,83.14,210.74,330.53,0.02,-,"2,216.54",-,-,326.65,-,-,-,-,-,326.65,49.90,29.86,98.85,146.32,-,-,-,-,324.93,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65.43,253.34,754.28,593.49,612.30,250.66,40.74,10.07,"2,580.32"
,,KOOKMIN BANK,313.46,124.65,442.83,207.48,200.15,26.53,-,-,"1,315.10","1,174.23",25.00,-,150.03,-,-,-,-,"1,349.26",73.26,-,139.92,170.03,410.42,803.79,255.32,-,"1,852.74",2.21,-,-,-,-,-,-,-,2.21,0.45,25.00,-,150.03,-,2.53,-,-,178.01,40.77,52.35,200.28,277.11,210.75,242.50,-,-,"1,023.76"
,,KRUNG THAI BANK PUBLIC COMPANY LIMITED,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,MASHREQ BANK PSC,19.72,-,0.02,45.40,57.10,111.77,-,-,234.01,-,-,-,-,-,-,-,-,-,215.98,4.53,0.00,8.06,7.94,15.70,-,1.36,253.58,65.10,6.13,98.62,112.51,-,9.12,-,-,291.48,17.53,-,-,5.41,-,95.89,-,-,118.84,33.59,43.29,387.61,121.02,240.61,260.61,34.00,10.83,"1,131.56"
,,MIZUHO BANK LTD,"5,258.49","3,679.65","5,702.74","2,283.91","1,195.60","3,697.48",0.01,-,"21,817.87","1,718.79",41.70,-,-,-,-,-,-,"1,760.49","8,602.33",991.53,812.70,134.73,96.29,517.11,0.00,671.39,"11,826.08",502.78,819.66,234.04,136.78,64.64,-,-,"1,132.09","2,890.00","2,011.01",856.11,-,-,-,-,-,"1,117.05","3,984.17","3,600.77","2,356.22","2,727.61","1,417.56","1,992.63","4,249.53","1,402.20",423.67,"18,170.19"
,,"MUFG BANK, LTD.","5,340.83","2,714.46","3,310.45","4,258.17","2,382.60","4,215.00",0.49,0.16,"22,222.15",-,57.54,208.35,331.75,166.81,-,-,-,764.45,"6,979.53",669.11,639.56,558.93,402.31,"1,121.94",0.06,793.47,"11,164.91",32.80,141.11,537.70,504.05,183.89,-,-,-,"1,399.56",300.87,58.61,213.13,578.29,279.32,683.24,"2,260.27",289.18,"4,662.92","2,999.49","1,241.61","2,165.38","1,987.52","2,435.00","5,380.57","1,189.61",666.83,"18,066.02"
,,NATWEST MARKETS PLC,-,-,-,-,-,-,-,-,-,-,-,389.47,209.47,"1,282.89",-,-,-,"1,881.83",-,-,"1,057.57","3,282.63",-,-,-,-,"4,340.20",36.19,-,-,"1,857.45",3.19,-,-,-,"1,896.83",-,-,391.63,210.63,"1,290.00",-,-,-,"1,892.27",-,-,-,-,-,-,-,-,-
,,NONGHYUP BANK,0.28,-,-,-,-,-,-,-,0.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65.00,43.00,-,-,-,108.00
,,PT BANK MAYBANK INDONESIA TBK,37.12,-,5.00,-,2.00,4.00,-,-,48.12,29.97,-,-,-,-,-,-,-,29.97,117.07,8.34,0.35,-,0.17,0.64,-,0.07,126.64,1.98,13.76,-,4.17,-,-,-,4.17,24.08,14.49,-,-,8.63,0.25,0.17,-,-,23.54,0.42,6.24,100.54,37.05,15.92,33.07,-,-,193.25
,,QATAR NATIONAL BANK (Q.P.S.C),247.50,166.00,386.00,237.69,90.77,1.54,-,-,"1,129.49",-,-,-,-,-,-,-,-,-,-,-,-,43.60,316.28,-,-,-,359.87,0.10,-,-,-,-,-,-,-,0.10,-,-,-,-,-,-,-,-,-,142.88,309.81,149.88,118.52,73.09,139.94,43.00,2.50,979.63
,,SBERBANK,"2,115.53",0.27,7.46,-,-,0.60,0.42,-,"2,124.28",-,-,-,-,338.73,-,-,-,338.73,0.45,204.88,195.84,0.03,"1,670.17",-,-,1.67,"2,073.05",78.73,-,-,-,-,-,-,-,78.73,0.00,-,-,-,-,-,-,-,0.00,-,-,1.00,3.00,6.00,-,3.76,-,13.75
,,SBM BANK (INDIA) LIMITED,"1,027.93",240.87,585.34,579.63,"1,587.10","2,627.73",430.43,33.96,"7,112.98",1.11,-,44.22,45.33,90.66,321.52,-,224.00,726.84,"1,838.61",43.13,206.34,133.78,244.61,369.29,88.33,133.30,"3,057.38",35.89,-,26.82,2.38,-,3.85,-,49.23,118.18,124.17,5.52,5.20,39.84,181.28,550.22,365.28,2.81,"1,274.33",271.98,21.13,357.30,69.96,264.38,"2,326.33",662.97,702.16,"4,676.20"
,,SHINHAN BANK,"1,477.89","3,078.76","3,134.12","1,972.39",113.66,990.26,112.33,35.95,"10,915.34",-,250.22,83.41,-,-,-,-,-,333.62,"1,069.10",625.01,604.11,370.31,21.34,185.92,21.09,46.38,"2,943.26",457.30,490.11,"1,280.81",120.21,64.37,-,-,-,"2,412.80",164.39,570.56,434.26,79.29,41.70,55.08,-,8.76,"1,354.04","1,330.25",911.43,"1,984.86",854.96,455.00,877.75,463.21,"2,053.88","8,931.34"
,,SOCIETE GENERALE,266.79,232.63,292.58,332.39,376.69,135.71,14.69,3.88,"1,655.37",130.11,-,-,-,-,340.29,-,-,470.40,"4,528.76",116.54,324.07,52.45,63.48,140.32,0.47,0.18,"5,226.27","1,319.65",384.12,-,-,0.00,-,-,112.15,"1,815.93",748.07,12.40,9.76,99.09,26.94,357.44,1.71,0.19,"1,255.60",641.70,144.50,153.02,10.00,208.75,25.07,27.36,212.46,"1,422.87"
,,SONALI BANK,5.13,0.69,1.59,3.48,6.43,18.40,11.29,77.05,124.07,-,-,-,-,-,-,-,-,-,-,-,-,1.46,-,3.86,1.00,26.62,32.94,0.06,0.04,0.26,0.64,1.34,7.10,7.57,54.19,71.19,0.06,0.04,0.25,0.63,1.32,6.98,7.45,53.28,70.00,6.46,1.37,0.80,-,2.58,0.40,0.21,1.35,13.16
,,STANDARD CHARTERED BANK,"38,674.30","9,401.57","20,469.00","6,549.83","4,322.80","64,443.96",229.00,-,"144,090.46","5,098.36","1,512.38","4,760.86",544.69,293.92,"8,973.18",-,-,"21,183.38","65,505.00","5,315.64","11,978.04","2,514.68","3,218.34","21,007.15",425.19,86.78,"110,050.83","1,714.27",870.33,"2,703.78","1,668.29",425.66,"1,120.36",474.97,569.76,"9,547.42","5,038.51","3,232.53",784.25,418.22,833.47,"4,443.11","1,040.23",969.14,"16,759.45","12,730.49","3,893.36","9,646.26","8,029.85","6,356.77","23,007.11","8,078.69","15,333.74","87,076.27"
,,SUMITOMO MITSUI BANKING CORPORATION,"6,291.22","6,014.74","7,698.11","5,751.07",930.49,"1,914.78",4.73,0.05,"28,605.19",215.15,76.40,"1,269.30","1,015.50",834.05,-,-,-,"3,410.40",10.79,45.70,"2,711.95","4,019.52","4,426.98","1,006.05",843.66,-,"13,064.64",169.17,79.31,789.54,"1,053.46",-,-,-,125.11,"2,216.59",261.28,77.76,780.50,"1,021.39",844.64,110.28,-,-,"3,095.85","3,588.26","1,101.76","2,189.38","2,481.21","2,574.88","6,135.50",759.76,"1,682.87","20,513.62"
,,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,"44,750.17","23,550.27","28,642.42","9,974.93","19,232.93","7,349.88","67,718.38",0.02,"201,218.99","30,915.01",-,75.02,105.10,131.13,"4,753.99",-,-,"35,980.24","99,076.48","8,626.80","6,183.99","3,148.38","4,777.76","12,841.21","4,164.69","9,704.63","148,523.93",864.18,645.81,"1,312.03","1,425.17","2,822.98","1,011.22",343.29,664.29,"9,088.96","3,269.87",546.48,481.98,566.09,"1,131.04","5,063.11","4,749.42",490.73,"16,298.72","10,436.85","10,591.48","14,918.49","9,635.78","13,731.10","24,363.33","14,566.64","10,972.47","109,216.14"
,,UNITED OVERSEAS BANK LTD,87.40,11.00,784.83,-,-,3.00,-,-,886.23,125.11,-,-,-,-,-,-,-,125.11,333.85,6.50,66.14,-,-,0.08,-,-,406.57,19.18,33.69,158.77,58.38,-,-,-,19.51,289.53,127.24,-,-,0.33,-,-,-,-,127.57,213.93,272.11,258.47,58.38,-,-,-,-,802.90
,,WOORI BANK,264.53,19.99,"1,763.46",23.39,608.52,286.89,0.17,-,"2,966.94","1,746.73",-,-,-,-,-,-,-,"1,746.73","1,503.51",30.65,114.03,3.55,100.46,48.10,0.03,-,"1,800.34",130.67,40.14,21.85,-,-,-,-,7.60,200.27,282.24,-,-,-,-,-,-,-,282.24,132.62,446.70,778.25,562.49,453.06,112.57,107.38,-,"2,593.09"
,,FOREIGN BANKS,"276,860.42","94,398.12","137,440.47","62,589.29","55,412.16","309,956.76","71,174.43",287.84,"1,008,119.48","140,248.12","3,693.64","14,614.67","4,096.52","5,514.04","32,941.25",774.90,"1,190.28","203,073.41","542,330.25","39,085.93","45,944.98","20,690.78","29,499.62","84,054.60","12,863.03","32,858.69","807,327.88","18,688.73","7,086.82","13,620.52","11,430.70","6,298.84","4,317.93","2,441.47","9,618.94","73,503.97","35,311.43","6,478.92","5,534.01","4,569.27","8,882.54","36,208.52","9,781.98","5,944.97","112,711.63","71,059.95","53,547.97","87,369.90","57,430.63","57,031.34","130,591.00","44,739.27","46,673.22","548,443.27"
,,AU SMALL FINANCE BANK LIMITED,"7,499.19","3,087.18","6,013.59","8,057.65","18,535.48","43,036.57",679.90,272.56,"87,182.12",37.30,38.00,516.53,493.54,"1,015.86","2,386.02",271.88,720.25,"5,479.37","9,040.03",959.61,"2,647.17","2,138.48","4,412.11","7,406.12",317.07,212.77,"27,133.37",0.82,-,-,-,-,-,-,-,0.82,-,-,-,-,-,-,-,-,-,"1,018.86",653.63,"3,878.19","4,414.14","8,391.75","32,610.67","11,407.33","10,788.10","73,162.65"
,,CAPITAL SMALL FINANCE BANK LIMITED,330.24,307.10,477.13,366.43,439.41,"3,508.39",632.91,"1,416.13","7,477.74",2.96,-,42.89,36.38,69.44,94.22,61.45,164.91,472.25,418.82,57.18,69.28,48.58,68.81,635.36,123.87,283.82,"1,705.71",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,596.97,190.69,174.45,265.94,486.81,"3,266.34",745.36,348.12,"6,074.69"
,,EQUITAS SMALL FINANCE BANK LIMITED,"2,400.25",330.02,"2,209.11","2,399.92","8,769.96","10,183.35","7,500.91","2,335.68","36,129.20",7.83,120.00,238.99,317.94,437.10,521.35,88.96,55.36,"1,787.53","2,728.03",425.95,442.20,459.19,"1,323.41","2,032.43","1,279.09",374.97,"9,065.27",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,467.59,340.05,"1,408.83","1,731.90","4,436.99","12,083.05","3,949.84","6,546.05","30,964.30"
,,ESAF SMALL FINANCE BANK LIMITED,965.68,386.39,"1,672.06","2,014.52","2,368.47","12,409.55",12.90,38.23,"19,867.80",100.00,-,253.70,628.70,537.40,"1,354.73",-,348.00,"3,222.53","1,869.77",72.33,326.50,401.27,538.63,"2,322.95",2.41,7.16,"5,541.02",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,710.97,812.53,"1,866.59","3,543.53","4,617.35","5,594.48",782.54,365.12,"18,293.11"
,,FINCARE SMALL FINANCE BANK LIMITED,681.22,446.22,973.76,723.82,"1,709.66","5,888.54",83.15,15.33,"10,521.70",12.51,25.00,776.00,504.64,751.29,"1,377.76",310.39,2.69,"3,760.27",871.91,100.19,554.78,303.60,265.57,"1,026.48",50.50,11.59,"3,184.61",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,401.24,234.70,"1,207.73","2,063.23","2,455.78","2,944.31","1,046.24","2,004.55","12,357.78"
,,JANA SMALL FINANCE BANK LIMITED,"1,305.10",275.42,"1,441.68","2,565.72","5,264.19","11,512.83",201.72,4.59,"22,571.25",16.88,-,528.67,"1,241.69",990.69,"1,914.40",267.72,251.41,"5,211.46","2,838.58",74.57,288.74,603.17,"1,153.41","1,235.44",543.12,0.66,"6,737.69",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,311.20,564.76,"1,684.26","2,135.45","3,627.19","5,731.51","1,761.68","7,295.22","23,111.27"
,,NORTH EAST SMALL FINANCE BANK LIMITED,120.03,37.33,75.98,138.03,310.20,824.87,11.18,1.96,"1,519.57",-,5.46,12.92,5.88,11.75,15.75,24.00,2.50,78.25,-,23.27,22.04,20.21,51.01,306.14,125.53,2.00,550.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.75,29.76,106.41,145.65,234.13,156.63,102.30,0.80,802.43
,,SHIVALIK SMALL FINANCE BANK LIMITED,216.91,32.70,104.84,220.21,702.11,885.03,139.11,108.75,"2,409.66",19.47,0.03,47.50,63.19,131.91,33.59,30.00,10.15,335.84,112.49,13.80,30.27,54.08,158.82,124.46,1.07,0.63,495.63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,133.61,60.31,134.31,195.11,614.56,761.02,196.45,-,"2,095.38"
,,SURYODAY SMALL FINANCE BANK LIMITED,473.46,173.65,670.18,546.93,"1,040.27","3,588.61","1,279.91",4.27,"7,777.27",-,43.83,73.61,162.04,"1,034.48",884.52,244.50,-,"2,442.98","1,322.71",22.87,164.24,74.74,180.76,581.93,250.23,1.82,"2,599.30",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,249.77,54.06,668.95,942.74,"1,797.54","2,797.22",433.10,"1,134.59","8,077.97"
,,UJJIVAN SMALL FINANCE BANK LIMITED,"1,515.32",620.32,"4,205.91","6,437.24","8,015.29","10,406.55",251.62,9.91,"31,462.16",553.86,-,178.00,335.70,271.40,348.10,413.60,70.16,"2,170.82","3,830.88",432.14,838.87,"1,503.00","1,609.29","1,448.04",84.86,18.94,"9,766.02",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,716.97,576.95,"2,533.67","3,693.70","6,477.76","8,001.91",932.92,"3,949.04","26,882.92"
,,UNITY SMALL FINANCE BANK LIMITED,433.61,186.02,661.32,"1,123.37",769.22,"3,277.20",51.74,2.62,"6,505.10",409.24,-,56.64,74.78,182.11,451.11,125.03,-,"1,298.91","1,017.51",552.55,471.31,325.19,261.58,935.91,64.43,196.22,"3,824.70",2.32,-,-,-,0.07,0.48,-,13.44,16.31,-,-,-,-,-,-,-,-,-,312.20,149.92,"1,030.97",893.74,"1,235.23","2,036.87",439.95,"1,861.98","7,960.85"
,,UTKARSH SMALL FINANCE BANK LIMITED,868.53,270.65,"1,101.84","1,926.08","6,047.82","6,823.99",390.96,42.72,"17,472.60",0.06,0.07,133.91,315.87,626.75,699.05,211.41,7.97,"1,995.08",463.55,117.84,370.42,357.77,"1,065.13","1,200.54",96.13,8.09,"3,679.47",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,398.49,365.02,"1,287.97","1,948.33","3,489.31","5,431.15",940.55,"2,503.98","16,364.81"
,,SMALL FINANCE BANKS,"16,809.53","6,152.99","19,607.40","26,519.91","53,972.09","112,345.48","11,236.00","4,252.76","250,896.17","1,160.10",232.39,"2,859.36","4,180.35","6,060.16","10,080.59","2,048.94","1,633.40","28,255.29","24,514.28","2,852.30","6,225.81","6,289.26","11,088.54","19,255.79","2,938.30","1,118.68","74,282.97",3.14,-,-,-,0.07,0.48,-,13.44,17.13,-,-,-,-,-,-,-,-,-,"5,344.63","4,032.38","15,982.34","21,973.45","37,864.42","81,415.16","22,738.25","36,797.54","226,148.17"
,,AIRTEL PAYMENTS BANK LIMITED,263.25,-,-,-,-,"2,367.29",-,-,"2,630.54",-,-,-,-,-,-,-,-,-,269.72,54.80,440.81,571.07,"1,249.42",-,4.96,32.98,"2,623.76",0.42,-,-,-,-,-,-,-,0.42,-,-,-,-,-,0.42,-,-,0.42,-,-,-,-,-,-,-,-,-
,,FINO PAYMENTS BANK LIMITED,241.85,154.64,15.60,71.86,-,928.59,-,-,"1,412.54",712.65,-,-,-,-,-,-,-,712.65,"1,397.85",332.40,11.49,0.16,0.15,-,2.37,2.50,"1,746.93",-,-,-,-,-,0.42,-,-,0.42,-,-,-,-,-,0.42,-,-,0.42,-,-,-,-,0.07,-,-,-,0.07
,,INDIA POST PAYMENTS BANK LIMITED,"1,205.85",645.76,"1,000.92",-,-,"8,699.67",-,-,"11,552.19",-,-,-,-,-,-,-,-,-,447.45,346.98,"1,239.02","3,802.33","2,941.15",62.14,0.37,-,"8,839.45",0.83,-,-,-,-,-,-,-,0.83,0.83,-,-,-,-,-,-,-,0.83,-,-,-,-,-,-,-,-,-
,,PAYTM PAYMENTS BANK LIMITED,54.68,-,-,-,-,533.88,-,-,588.56,-,-,-,-,-,-,-,-,-,438.33,-,-,102.70,522.06,-,-,12.70,"1,075.78",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,PAYMENTS BANKS,"1,765.63",800.40,"1,016.52",71.86,-,"12,529.43",-,-,"16,183.83",712.65,-,-,-,-,-,-,-,712.65,"2,553.36",734.18,"1,691.33","4,476.26","4,712.78",62.14,7.69,48.18,"14,285.92",1.25,-,-,-,-,0.42,-,-,1.67,0.83,-,-,-,-,0.84,-,-,1.67,-,-,-,-,0.07,-,-,-,0.07
,2024,ALL SCHEDULED COMMERCIAL BANKS,"1,582,260.47","628,843.50","1,541,668.74","1,534,680.25","3,387,290.82","5,378,853.20","2,125,641.11","5,562,339.46","21,741,577.56","442,566.98","66,258.89","197,020.34","224,996.43","281,372.56","698,964.09","200,281.48","429,013.05","2,540,473.81","1,767,999.88","163,754.53","337,787.87","256,103.85","487,362.34","1,161,979.72","640,715.47","2,454,705.38","7,270,409.04","336,818.52","151,580.94","340,277.15","277,925.75","215,589.21","384,221.67","207,888.55","162,466.95","2,076,768.75","269,346.32","137,237.33","331,397.15","307,057.08","296,502.52","391,384.77","196,968.79","152,765.99","2,082,659.95","578,398.48","434,832.92","1,111,027.80","1,057,156.51","1,765,950.66","6,052,910.77","2,075,840.98","4,066,190.64","17,142,308.76"
