Year,Report Date,Bank Name,Bank Type,Is_Aggregate,Deposits_1 - 14 days,Deposits_15 - 28 days,Deposits_29 days to 3 months,Deposits_Over 3 months to 6 months,Deposits_Over 6 months to 1 year,Deposits_Over 1 year to 3 years,Deposits_Over 3 years to 5 years,Deposits_Over 5 years,Deposits_Total of Deposits,Borrowings_1 - 14 days,Borrowings_15 - 28 days,Borrowings_29 days to 3 months,Borrowings_Over 3 months to 6 months,Borrowings_Over 6 months to 1 year,Borrowings_Over 1 year to 3 years,Borrowings_Over 3 years to 5 years,Borrowings_Over 5 years,Borrowings_Total Of Borrowings,Investments (at book value)_1 - 14 days,Investments (at book value)_15 - 28 days,Investments (at book value)_29 days to 3 months,Investments (at book value)_Over 3 months to 6 months,Investments (at book value)_Over 6 months to 1 year,Investments (at book value)_Over 1 year to 3 years,Investments (at book value)_Over 3 years to 5 years,Investments (at book value)_Over 5 years,Investments (at book value)_,Foreign Currency Assets_1 - 14 days,Foreign Currency Assets_15 - 28 days,Foreign Currency Assets_29 days to 3 months,Foreign Currency Assets_Over 3 months to 6 months,Foreign Currency Assets_Over 6 months to 1 year,Foreign Currency Assets_Over 1 year to 3 years,Foreign Currency Assets_Over 3 years to 5 years,Foreign Currency Assets_Over 5 years,Foreign Currency Assets_Total of Foreign Currency Assets,Foreign Currency Liabilities_1 - 14 days,Foreign Currency Liabilities_15 - 28 days,Foreign Currency Liabilities_29 days to 3 months,Foreign Currency Liabilities_Over 3 months to 6 months,Foreign Currency Liabilities_Over 6 months to 1 year,Foreign Currency Liabilities_Over 1 year to 3 years,Foreign Currency Liabilities_Over 3 years to 5 years,Foreign Currency Liabilities_Over 5 years,Foreign Currency Liabilities_Total of Foreign Currency Liabilities,Loans and Advances_1 - 14 days,Loans and Advances_15 - 28 days,Loans and Advances_29 days to 3 months,Loans and Advances_Over 3 months to 6 months,Loans and Advances_Over 6 months to 1 year,Loans and Advances_Over 1 year to 3 years,Loans and Advances_Over 3 years to 5 years,Loans and Advances_Over 5 years,Loans and Advances_Total of Loans and Advances
2022,2022-03-31,EMIRATES NBD BANK (P.J.S.C.),FOREIGN BANKS,False,556.56,276.12,91.34,112.34,159.85,322.87,34.07,,1553.14,635.89,22.74,32.0,50.11,,,,,740.74,839.71,135.88,59.0,80.44,65.19,56.21,6.92,29.69,1273.05,191.21,526.65,295.99,313.7,187.07,,,37.9,1552.53,22.04,23.59,32.58,52.01,5.42,29.42,,,165.05,123.14,489.77,738.51,517.3,287.8,317.46,28.57,,2502.55
2022,2022-03-31,FIRST ABU DHABI BANK PJSC,FOREIGN BANKS,False,121.42,9.5,477.99,,,192.43,,,801.33,5192.72,696.36,295.95,,,,,,6185.03,7510.53,17.14,18.71,,0.06,0.35,,,7546.79,108.09,7.81,3.86,,,,,,119.75,66.21,7.09,3.85,,,,,,77.15,78.32,118.65,237.88,172.5,100.0,438.0,370.0,180.0,1695.35
2022,2022-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2022-03-31,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,FOREIGN BANKS,False,41968.34,16542.98,26051.95,13821.82,18773.73,4530.29,63791.1,1.53,185481.75,11167.34,,114.12,163.12,188.57,469.12,,,12102.27,70221.33,3285.51,9085.0,1357.07,2783.41,4510.33,1148.3,3024.29,95415.24,16793.47,2642.57,9063.45,1906.5,678.73,1097.86,478.28,336.28,32997.13,3001.43,408.82,906.0,529.39,1034.21,845.15,5848.48,256.57,12830.04,7371.83,6700.38,978.7,8800.45,10417.46,17341.26,17279.89,12956.29,81846.25
2022,2022-03-31,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FOREIGN BANKS,False,456.09,175.0,528.19,192.59,79.74,487.24,4.46,,1923.32,1074.7,,,,,,,,1074.7,1465.98,17.11,139.49,77.51,551.25,177.98,0.84,2.14,2432.3,327.31,0.02,37.9,,7.58,,,23.5,396.3,97.69,,303.17,,,,,12.95,413.81,25.05,90.35,124.82,39.55,37.58,,,,317.35
2022,2022-03-31,INDUSTRIAL BANK OF KOREA,FOREIGN BANKS,False,63.18,4.05,10.7,40.07,24.27,187.61,0.05,0.06,330.0,,,,,,,,,,,4.91,19.63,,19.23,,,,43.77,2.78,,,,,,,,2.78,0.03,,,,,0.19,,,0.23,1.04,13.61,32.38,98.83,33.89,52.94,11.78,6.3,250.77
2022,2022-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,False,33326.35,3273.14,2983.71,763.0,17.04,4902.54,0.0,0.02,45265.81,12197.39,,,,,,,,12197.39,38661.18,891.37,377.05,171.99,380.36,1425.53,,114.53,42022.01,13205.38,100.57,175.08,409.18,60.26,126.06,5.39,45.48,14127.4,5356.4,83.34,40.75,,16.32,24.58,2.96,1.66,5526.02,2364.32,2674.46,3120.61,2600.39,829.13,4022.03,212.09,53.25,15876.29
2022,2022-03-31,JSC VTB BANK,FOREIGN BANKS,False,0.01,,,,,0.03,,,0.04,,,,,,,,,,,,,,,,,,,0.59,,,,,,,,0.59,,,,,,,,,,,,,,,,,,
2022,2022-03-31,KEB HANA BANK,FOREIGN BANKS,False,98.46,14.68,239.8,417.88,329.1,28.47,,,1128.39,,,,,126.33,,,,126.33,,,14.89,49.42,135.7,,,,200.01,66.63,60.91,73.24,138.25,11.37,,,11.37,361.77,4.1,,,,,,,,4.1,77.63,7.76,85.55,445.2,330.5,446.67,47.13,,1440.44
2022,2022-03-31,KOOKMIN BANK,FOREIGN BANKS,False,140.49,87.39,267.6,572.7,290.35,17.3,,,1375.82,96.0,,,,,,,,96.0,,,,15.22,,587.63,205.97,,808.81,1.0,,,,,,,,1.0,,,,,,,,,,3.09,0.41,88.46,79.08,203.52,316.33,,,690.89
2022,2022-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,False,,,,0.56,,,,,0.56,,,,,,,,,,,19.95,,,,,,,19.95,0.27,,,,,,,,0.27,,,,,,,,,,,,,,,,,,
2022,2022-03-31,MASHREQ BANK PSC,FOREIGN BANKS,False,25.8,,,,,146.23,,,172.03,,,,,,,,,,225.17,,0.03,2.13,2.55,84.43,,5.18,319.49,163.92,18.96,80.39,16.55,,,,,279.83,29.91,3.37,20.2,16.39,,128.28,,,198.14,72.17,36.09,107.65,21.46,2.79,78.61,2.51,,321.29
2022,2022-03-31,MIZUHO BANK LTD,FOREIGN BANKS,False,2016.78,2590.52,4668.62,1373.78,545.79,1949.14,0.16,,13144.78,206.33,328.44,33.69,66.13,4.21,,,,638.79,2998.71,567.02,803.52,291.42,68.88,399.38,0.03,451.36,5580.31,361.2,35.36,226.95,357.07,62.95,,,2129.02,3172.55,595.43,331.52,33.69,66.17,4.21,,,789.02,1820.05,1534.12,1803.18,1501.86,658.66,770.83,1651.91,624.68,186.3,8731.55
2022,2022-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,False,7105.97,3793.0,5253.41,3975.57,1005.83,2353.04,1.06,0.0,23487.87,634.08,284.57,169.27,82.44,,,,,1170.35,9903.47,978.42,807.53,606.86,225.05,353.83,0.19,0.0,12875.35,395.07,302.75,537.05,550.5,2.64,264.45,137.63,,2190.09,566.92,290.4,191.65,95.82,8.38,501.32,57.06,,1711.54,1407.68,1938.81,1814.91,1781.52,2237.01,3687.86,2150.81,275.96,15294.57
2022,2022-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,False,31.55,,,,,13.0,,,44.54,5.5,,,,,,,,5.5,84.69,5.55,0.22,,0.17,2.37,,0.08,93.08,14.09,,,,,,,3.79,17.88,14.15,,0.08,3.79,,,,,18.02,1.94,4.48,13.01,38.5,5.0,20.0,10.0,,92.93
2022,2022-03-31,QATAR NATIONAL BANK (Q.P.S.C),FOREIGN BANKS,False,447.86,109.7,42.55,105.52,420.81,6.01,,,1132.45,3.79,1.48,73.34,9.1,,,,,87.71,,9.98,109.32,91.52,125.77,,,,336.59,3.99,1.48,73.34,9.1,,,,,87.9,3.79,1.48,73.34,9.1,,,,,87.71,116.22,65.25,191.83,82.67,72.61,216.11,93.93,,838.62
2022,2022-03-31,SBERBANK,FOREIGN BANKS,False,47.68,2.0,8.3,8.2,3.8,0.25,,-0.0,70.23,,,,,,,,,,37.65,55.35,1.38,61.12,169.87,0.25,0.01,0.7,326.33,61.65,,,,,,,,61.65,55.47,,,,,,,,55.47,,,,,,10.0,,-0.56,9.44
2022,2022-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,False,964.99,237.08,461.33,903.28,1908.41,2199.2,118.09,7.08,6799.45,,,,15.0,43.0,126.0,135.0,,319.0,1004.38,1.13,2.33,407.58,332.17,230.67,129.17,120.43,2227.87,47.66,3.17,56.12,8.72,,5.5,,37.49,158.65,95.71,87.28,25.13,20.51,71.15,97.4,113.89,0.09,511.16,121.93,30.22,761.03,144.16,146.8,1760.65,736.2,652.57,4353.57
2022,2022-03-31,SHINHAN BANK,FOREIGN BANKS,False,1811.29,2121.12,4898.08,366.09,440.8,873.92,2.17,0.13,10513.6,,,,378.96,,511.0,,,889.96,1340.24,400.34,924.48,140.62,83.2,164.94,0.41,81.67,3135.9,558.39,545.93,1398.48,591.49,25.75,,,0.54,3120.57,326.77,664.05,1064.38,723.86,,70.47,,6.77,2856.29,837.6,813.65,2494.79,864.72,281.56,582.68,266.13,938.7,7079.83
2022,2022-03-31,SOCIETE GENERALE,FOREIGN BANKS,False,53.04,184.01,707.0,436.47,228.08,102.9,26.65,9.88,1748.02,,,,,,309.23,,,309.23,2506.96,57.72,337.13,98.88,67.4,14.58,2.96,150.58,3236.21,1892.6,0.0,165.9,,,,,,2058.51,1093.98,31.58,21.6,105.74,39.08,340.44,2.4,426.47,2061.28,12.9,14.74,49.88,77.27,162.73,839.08,39.87,202.58,1399.05
2022,2022-03-31,SONALI BANK,FOREIGN BANKS,False,9.25,0.47,1.67,2.1,6.67,23.74,19.29,67.07,130.25,,,,,,,,,,,,,1.46,,3.82,1.01,10.48,16.78,0.91,2.85,1.27,1.92,2.82,12.34,19.95,38.85,80.92,0.77,2.42,1.08,1.63,2.4,10.48,16.94,32.98,68.69,8.78,19.6,0.4,0.15,1.09,0.11,0.69,1.66,32.48
2022,2022-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,False,35003.7,3142.58,6754.98,5829.91,3322.87,58649.28,149.31,,112852.64,1467.91,,320.06,508.54,1099.71,2218.09,,,5614.31,20135.74,3621.53,2028.82,2067.85,1507.32,12826.15,611.56,978.75,43777.72,9572.26,1809.46,3386.18,2329.41,728.81,1243.66,695.12,411.07,20175.98,5399.67,887.39,1040.75,888.57,1161.12,3804.36,567.15,603.35,14352.35,9932.54,2054.92,6632.93,9220.24,5522.38,16944.47,7786.92,15087.18,73181.58
2022,2022-03-31,SUMITOMO MITSUI BANKING CORPORATION,FOREIGN BANKS,False,4298.8,3500.81,3782.88,1511.63,728.9,847.41,0.01,2.7,14673.14,,,500.0,,,,,,500.0,,26.17,446.5,202.54,826.88,2321.01,215.47,,4038.56,1369.42,678.94,383.32,208.36,,,,113.68,2753.72,155.87,,,,,,,,155.87,2830.33,1920.44,2468.91,2350.45,708.65,2660.41,1036.6,306.31,14282.09
2022,2022-03-31,THE ROYAL BANK OF SCOTLAND N.V.,FOREIGN BANKS,False,,,,,,,,,,,,,,1710.07,,,,1710.07,,,1505.66,2797.59,,,,,4303.25,7.07,,,1711.51,,,,,1718.59,,,,,1712.58,,,,1712.58,,,,,,,,,
2022,2022-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,False,170.34,211.0,146.36,,,1.59,,,529.29,,,,,,,,,,390.75,,3.98,,,0.26,,,394.99,18.6,0.01,78.38,45.78,,,,15.92,158.7,3.19,,0.12,0.1,,,,,3.4,115.16,,150.79,45.48,15.0,,,,326.43
2022,2022-03-31,WOORI BANK,FOREIGN BANKS,False,1378.14,934.46,745.02,79.67,91.65,237.63,0.78,,3467.35,,59.12,15.16,,106.05,,,,180.33,1223.42,269.64,133.06,9.29,26.27,42.89,0.13,,1704.7,4.93,,140.21,,,,,,145.14,1.3,,140.2,,,,,,141.5,69.06,185.75,436.69,577.91,289.78,432.32,,,1991.51
2022,2022-03-31,FOREIGN BANKS,FOREIGN BANKS,True,249909.03,75063.88,103638.04,52077.01,49902.9,247041.87,67426.96,421.91,845481.6,75324.38,3289.58,9148.93,4549.13,10314.56,20794.32,2004.2,2042.25,127467.34,322302.59,43415.61,30032.84,18262.36,13212.74,52011.61,8735.85,17027.5,505001.09,103448.68,25386.11,30282.19,14447.79,6621.72,6921.29,2596.82,4403.84,194108.44,32488.48,3562.13,7260.94,2954.55,5960.1,33076.09,8553.68,4928.67,98784.64,53286.44,41064.68,60211.75,53956.08,39351.75,113539.12,47879.89,56194.22,465483.93
2022,2022-03-31,AU SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,3790.54,1661.97,5005.85,5347.72,10198.98,25710.9,623.35,245.31,52584.62,63.73,91.5,221.79,981.64,1128.41,2600.97,744.14,158.6,5990.78,3685.66,372.79,1193.35,1684.1,2491.81,5373.93,351.44,153.42,15306.5,,,,,,,,,,,,,,,,,,,1464.93,555.22,2818.51,3097.81,5661.52,18174.19,6986.14,7336.92,46095.26
2022,2022-03-31,CAPITAL SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,76.5,231.18,105.3,130.71,315.23,2382.42,7.96,2797.06,6046.36,6.93,,13.86,66.83,70.58,149.13,27.9,163.2,498.43,258.4,43.36,18.44,23.16,44.13,433.13,6.57,529.87,1357.06,,,,,,,,,,,,,,,,,,,471.18,147.04,105.23,165.55,312.65,2627.63,533.91,271.61,4634.8
2022,2022-03-31,EQUITAS SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,1656.18,260.54,1022.64,1291.48,3293.51,11329.17,46.13,51.15,18950.8,14.14,,153.28,425.57,806.04,1107.37,110.0,,2616.4,1315.25,313.64,240.89,223.34,513.59,1742.4,49.11,51.63,4449.85,,,,,,,,,,,,,,,,,,,359.87,238.97,1128.73,1133.03,2998.34,6377.34,2661.45,4476.48,19374.21
2022,2022-03-31,ESAF SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,764.13,524.45,1511.38,2206.06,4117.33,3558.65,79.8,53.27,12815.07,342.58,,54.75,272.0,492.25,1683.25,40.0,68.0,2952.83,6.03,2.2,241.73,20.15,22.16,21.92,698.25,3057.85,4070.3,,,,,,,,,,,,,,,,,,,399.2,456.23,949.76,1498.0,3239.66,4372.21,588.97,132.97,11637.0
2022,2022-03-31,FINCARE SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,445.39,40.57,253.55,533.13,1609.05,3372.57,187.39,13.94,6455.58,438.04,30.0,40.33,183.47,420.44,1491.47,332.1,7.69,2943.54,542.51,43.17,43.51,157.33,776.08,539.03,47.58,2.42,2151.62,,,,,,,,,,,,,,,,,,,193.62,161.86,783.27,1093.88,1730.97,2058.8,488.82,525.15,7036.37
2022,2022-03-31,JANA SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,785.32,271.06,1436.87,1489.72,3446.62,5628.58,469.31,9.01,13536.49,13.95,,144.33,372.55,482.44,2681.8,716.42,98.34,4509.83,3000.31,45.86,236.73,212.32,505.37,944.52,107.96,12.18,5065.26,,,,,,,,,,,,,,,,,,,-509.38,218.72,326.37,968.56,2489.5,4167.55,1469.29,3876.06,13006.67
2022,2022-03-31,NORTH EAST SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,51.48,50.89,158.99,150.29,318.06,791.78,5.28,2.01,1528.78,,5.25,99.25,5.85,121.75,202.0,10.75,,444.85,83.26,55.99,18.81,30.78,25.02,62.35,0.77,0.23,277.22,,,,,,,,,,,,,,,,,,,45.03,53.55,185.94,314.08,444.16,489.05,91.17,4.24,1627.23
2022,2022-03-31,SHIVALIK SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,80.26,27.0,78.86,212.04,344.88,838.24,6.78,4.86,1592.91,28.98,,,,32.79,65.19,7.64,33.16,167.77,71.75,17.89,30.84,44.32,109.05,145.36,2.36,3.55,425.11,,,,,,,,,,,,,,,,,,,66.13,47.59,76.48,115.79,188.61,334.55,162.28,117.17,1108.6
2022,2022-03-31,SURYODAY SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,197.43,68.75,310.69,579.46,539.73,1526.5,627.11,4.21,3853.88,1.19,38.75,30.71,150.58,293.81,1481.3,455.0,100.0,2551.34,1382.91,23.14,81.99,62.48,71.28,328.95,105.27,1.66,2057.68,,,,,,,,,,,,,,,,,,,139.93,61.48,514.33,609.72,1087.88,1420.85,30.09,886.6,4750.88
2022,2022-03-31,UJJIVAN SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,1025.16,709.86,2349.06,1968.68,3896.26,8138.43,194.6,10.17,18292.22,1.14,,168.94,272.5,373.48,647.5,,300.0,1763.56,,,,276.37,325.48,196.77,642.7,2711.62,4152.93,,,,,,,,,,,,,,,,,,,429.5,330.75,1566.27,1437.15,3978.57,5166.84,1530.12,1863.96,16303.17
2022,2022-03-31,UTKARSH SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,596.3,799.01,907.8,1605.22,2253.24,3805.65,48.76,58.21,10074.18,0.16,0.18,184.0,264.35,625.73,1260.61,41.44,195.46,2571.93,287.68,162.56,228.66,263.55,492.84,864.17,12.71,35.76,2347.92,,,,,,,,,,,,,,,,,,,305.08,269.48,945.19,1421.56,2602.86,3481.36,515.79,686.82,10228.15
2022,2022-03-31,SMALL FINANCE BANKS,SMALL FINANCE BANKS,True,9468.67,4645.29,13140.99,15514.51,30332.89,67082.89,2296.48,3249.18,145730.89,910.84,165.68,1111.24,2995.34,4847.71,13370.59,2485.4,1124.46,27011.27,10633.76,1080.62,2334.94,2997.89,5376.81,10652.53,2024.72,6560.19,41661.46,,,,,,,,,,,,,,,,,,,3365.09,2540.89,9400.1,11855.12,24734.73,48670.38,15058.04,20177.99,135802.35
2022,2022-03-31,AIRTEL PAYMENTS BANK LIMITED,PAYMENTS BANKS,False,99.24,,,,,893.16,,,992.4,57.49,,,,,,,,57.49,9.99,44.88,238.86,457.69,312.01,,,18.97,1082.4,0.38,,,,,,,,0.38,,,,,,0.38,,,0.38,,,,,,,,,
2022,2022-03-31,FINO PAYMENTS BANK LIMITED,PAYMENTS BANKS,False,87.53,54.89,5.38,25.34,,329.53,,,502.67,45.99,,,,203.66,,,,249.65,458.78,78.29,5.51,4.71,2.04,82.07,,,631.4,,,,,,0.38,,,0.38,,,,,,0.37,,,0.37,,,,,0.24,,,,0.24
2022,2022-03-31,INDIA POST PAYMENTS BANK LIMITED,PAYMENTS BANKS,False,288.19,111.5,,,,3292.03,,,3691.72,,,,,,,,,,,59.89,468.13,872.24,1489.57,,10.29,0.77,2900.89,0.38,,,,,,,,0.38,0.38,,,,,,,,0.38,,0.28,0.55,0.67,0.07,,,,1.56
2022,2022-03-31,PAYTM PAYMENTS BANK LIMITED,PAYMENTS BANKS,False,250.68,,,,,2391.67,,,2642.35,,,,,,,,,,3656.71,217.71,144.89,511.89,778.72,,,12.7,5322.61,,,,,,,,,,,,0.08,,,,,,0.08,,,,,,,,,
2022,2022-03-31,PAYMENTS BANKS,PAYMENTS BANKS,True,725.64,166.39,5.38,25.34,,6906.39,,,7829.14,103.49,,,,203.66,,,,307.15,4125.48,400.77,857.38,1846.52,2582.35,82.07,10.29,32.43,9937.3,0.76,,,,,0.38,,,1.14,0.38,,0.08,,,0.75,,,1.22,,0.28,0.55,0.67,0.31,,,,1.81
2022,2022-03-31,ALL SCHEDULED COMMERCIAL BANKS,ALL SCHEDULED COMMERCIAL BANKS,True,1273905.34,442303.57,1091688.68,1027935.34,2279547.91,4322364.93,1956077.59,4786821.32,17180644.67,406296.62,49597.87,139582.29,115706.89,188361.18,426901.28,196977.26,139924.77,1663348.16,1238576.36,108729.91,204542.42,252596.15,355020.04,1016400.08,614352.14,1988913.64,5779130.75,442582.23,212272.75,367166.02,273058.35,244213.74,292757.38,168634.93,117718.11,2118403.52,214632.51,136536.1,280578.29,192717.58,239842.5,230489.03,131656.02,83960.39,1510412.41,437437.62,304859.93,815446.65,774280.97,1125365.73,4195843.81,1736145.91,2809388.55,12198769.18
2021,2021-03-31,BANK OF BARODA,PUBLIC SECTOR BANKS,False,72616.02,32853.0,74413.06,64940.25,114939.65,270930.51,57978.02,278326.42,966996.93,28467.37,,413.63,420.85,5945.37,16418.77,12248.23,2933.71,66847.93,44857.03,1470.43,4520.8,3761.25,9471.84,45818.38,72135.2,79185.34,261220.27,63454.51,7433.54,23027.33,17336.49,12851.16,44537.36,16194.68,12434.25,197269.32,21812.56,12562.06,12934.89,14563.72,18295.4,34935.19,10357.87,14215.13,139676.82,44525.75,8677.99,25090.53,26138.11,38915.98,367477.27,81893.58,113581.3,706300.51
2021,2021-03-31,BANK OF INDIA,PUBLIC SECTOR BANKS,False,58095.77,20450.7,40914.67,22093.67,16050.26,153562.56,105156.51,210789.43,627113.56,16654.7,154.54,87.06,,463.62,8252.18,3000.0,3852.0,32464.11,1217.37,279.77,857.0,10891.04,7603.22,24775.16,18780.34,122848.95,187252.85,16937.07,8344.24,13249.85,6838.28,7831.55,14422.27,7540.31,12171.47,87335.03,25035.65,8855.61,37987.01,23801.82,10906.35,9111.3,654.29,482.01,116834.03,30857.87,6513.82,16019.42,11523.67,18142.69,159972.93,34387.93,88268.22,365686.52
2021,2021-03-31,BANK OF MAHARASHTRA,PUBLIC SECTOR BANKS,False,8110.36,6108.52,18813.64,21137.21,36172.0,27297.67,19218.45,37147.76,174005.62,84.3,,5.7,8.55,1017.1,1517.35,,1605.75,4238.75,209.03,278.94,263.06,246.78,2444.66,18923.96,13375.65,32369.56,68111.64,3381.75,1792.58,1355.12,2495.76,1916.8,,,,10942.01,2560.46,1799.33,771.01,2836.37,2741.96,59.85,52.48,,10821.46,4252.0,4170.62,10445.82,9170.54,11811.83,28069.06,21718.78,12766.51,102405.17
2021,2021-03-31,CANARA BANK,PUBLIC SECTOR BANKS,False,62712.23,88189.34,59773.47,78071.31,169792.87,370112.23,62549.76,119673.37,1010874.58,384.04,,4064.11,2561.43,4994.48,21720.03,9759.47,6500.0,49983.56,904.15,958.14,1420.9,3903.43,23935.25,21713.89,25831.35,183023.28,261690.39,21965.37,6149.06,13648.72,10137.65,13134.11,9629.4,3354.43,5270.34,83289.08,22849.32,2196.68,9919.97,4325.53,4882.89,403.11,3136.02,251.12,47964.64,33204.01,87038.72,28746.41,33046.86,48942.27,168573.3,98398.7,141098.72,639048.99
2021,2021-03-31,CENTRAL BANK OF INDIA,PUBLIC SECTOR BANKS,False,6382.57,4728.05,17306.19,12736.01,23448.78,148915.41,61274.65,55181.29,329972.95,25.85,,3.13,,6.1,1783.9,9.82,3639.84,5468.64,54374.19,1407.93,580.02,13305.25,3907.15,16994.69,17285.53,40727.67,148582.43,3144.36,8734.59,5009.09,5277.5,17991.43,97.53,,0.07,40254.57,2147.37,9071.23,4725.16,5097.07,18079.7,853.22,290.91,1.42,40266.08,4132.59,7826.81,5330.05,5151.38,9316.97,77022.2,16027.09,31771.56,156578.65
2021,2021-03-31,INDIAN BANK,PUBLIC SECTOR BANKS,False,23905.53,11310.75,31801.13,33232.35,54155.98,68082.81,25241.73,290340.83,538071.11,6207.52,76.05,1166.42,2131.23,3245.68,4347.65,5197.36,2362.42,24734.33,58100.05,3400.33,2738.97,7206.61,13026.4,15800.44,5848.82,70415.35,176536.97,1173.63,1945.51,3408.68,3167.52,1506.5,2181.39,567.69,184.51,14135.43,2065.1,1009.26,3565.56,2551.5,3143.35,3088.18,777.0,679.44,16879.39,27104.55,5839.24,22029.7,24774.43,40534.45,136859.91,54142.46,51384.34,362669.08
2021,2021-03-31,INDIAN OVERSEAS BANK,PUBLIC SECTOR BANKS,False,13511.52,5724.14,19558.32,24741.75,44578.41,29324.62,5649.35,97200.18,240288.3,,,,,255.35,627.47,,2788.76,3671.58,30183.15,1317.36,4592.26,5736.12,11881.83,11333.06,1900.54,28549.9,95494.22,5719.98,3744.0,7416.15,4882.94,3127.91,2197.53,253.81,1650.26,28992.58,7012.35,2933.35,5570.73,6173.76,2433.51,1813.76,628.15,2426.98,28992.59,6781.19,1435.3,18214.29,12062.94,21015.12,43007.29,9799.81,15404.71,127720.65
2021,2021-03-31,PUNJAB AND SIND BANK,PUBLIC SECTOR BANKS,False,4558.14,2222.26,13399.4,11334.87,26082.26,16940.38,11069.62,10501.25,96108.18,,,,13.59,327.18,65.48,,2237.3,2643.55,314.92,,525.34,930.45,1853.21,5006.82,4436.95,18955.08,32022.77,198.02,52.53,126.12,73.93,9.36,16.16,97.75,,573.86,19.01,8.37,28.71,29.36,64.29,64.31,13.6,,227.65,3980.53,1426.93,1757.68,3285.18,2324.11,9900.44,9886.11,28380.72,60941.7
2021,2021-03-31,PUNJAB NATIONAL BANK,PUBLIC SECTOR BANKS,False,79498.67,46738.14,148580.39,39107.03,21725.45,149933.49,295530.93,325218.37,1106332.47,3527.13,1754.65,3882.97,798.86,4093.95,6761.45,8303.0,13718.3,42840.31,1977.95,111.08,5227.41,31289.04,13932.06,32733.51,34349.96,273362.24,392983.25,14810.14,4357.79,13940.77,11501.24,9851.78,13511.39,7989.34,2011.47,77973.92,4860.7,2020.57,16118.36,3484.0,14425.41,5397.55,2626.0,2381.15,51313.74,31788.42,13522.03,53063.97,31552.78,40628.93,156657.0,223015.17,124001.78,674230.08
2021,2021-03-31,STATE BANK OF INDIA,PUBLIC SECTOR BANKS,False,180138.57,60992.5,120289.98,147492.87,884125.18,795452.18,381382.99,1111402.81,3681277.08,156076.55,11857.36,28014.94,38619.46,33828.43,68089.88,50667.23,30143.85,417297.7,16983.94,6012.07,37793.35,51810.86,99275.54,331272.42,225496.0,583061.03,1351705.21,32326.87,15877.37,39990.46,42269.41,52925.55,121257.36,78665.89,61116.2,444429.11,38989.92,16523.04,41352.62,45402.52,63708.64,57863.7,39598.84,14511.65,317950.93,74310.92,37631.95,80635.18,117416.16,198447.37,870870.7,319249.93,750935.58,2449497.79
2021,2021-03-31,UCO BANK,PUBLIC SECTOR BANKS,False,8828.0,7279.0,17274.0,24219.0,36279.0,30309.0,17021.0,64710.39,205919.39,5188.0,1769.0,3029.0,726.0,1522.0,2149.0,,999.63,15382.63,34210.8,1634.23,3663.5,3901.11,6555.34,6005.3,4413.8,33398.88,93782.95,5876.0,6884.0,7420.0,8355.0,15565.0,6045.0,2362.0,2662.0,55169.0,5834.0,7129.0,7687.0,8637.0,15774.0,6413.0,1648.0,2214.0,55336.0,3315.28,2528.65,5011.01,6475.73,12576.32,46326.38,10867.86,24253.31,111354.54
2021,2021-03-31,UNION BANK OF INDIA,PUBLIC SECTOR BANKS,False,44062.1,23523.19,68327.71,68591.32,107186.17,108382.66,73551.34,430180.85,923805.34,1438.7,1146.47,2800.9,10393.24,1283.94,18242.36,2176.49,14355.01,51837.11,113585.57,2560.9,4483.86,18365.6,18003.07,36339.39,26551.54,111621.86,331511.79,5185.75,2674.13,3804.88,2690.29,9436.09,9264.62,5197.94,3034.17,41287.87,3027.58,1707.52,3419.31,10709.85,5877.58,3320.28,3688.13,785.01,32535.26,25391.78,16592.79,25235.6,26682.54,48794.25,277422.49,68391.66,102471.77,590982.88
