Year,Report Date,Bank Name,Bank Type,Is_Aggregate,Gross NPAs_Opening Balance,Gross NPAs_Addition,Gross NPAs_Reduction,Gross NPAs_Write-off,Gross NPAs_Closing Balance,Net NPAs_Opening Balance,Net NPAs_Closing Balance
2020,2020-03-31,UCO BANK,PUBLIC SECTOR BANKS,False,29888.33,6181.38,4308.67,12479.09,19281.95,9649.92,5510.66
2020,2020-03-31,UNION BANK OF INDIA,PUBLIC SECTOR BANKS,False,48729.15,14911.44,6137.81,8417.48,49085.3,20332.42,17303.14
2020,2020-03-31,UNITED BANK OF INDIA,PUBLIC SECTOR BANKS,False,12053.38,4053.08,1882.63,4288.6,9935.23,5785.61,3191.22
2020,2020-03-31,PUBLIC SECTOR BANKS,PUBLIC SECTOR BANKS,True,717849.74,238464.08,99691.54,178305.31,678316.98,276936.83,230917.59
2020,2020-03-31,AXIS BANK LIMITED,PRIVATE SECTOR BANKS,False,29789.44,19915.01,9301.36,10169.27,30233.82,11275.6,9360.41
2020,2020-03-31,BANDHAN BANK LIMITED,PRIVATE SECTOR BANKS,False,934.0,926.01,212.21,655.02,992.78,289.3,389.4
2020,2020-03-31,CITY UNION BANK LIMITED,PRIVATE SECTOR BANKS,False,977.05,1110.47,300.27,373.85,1413.4,591.46,778.49
2020,2020-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,False,530.62,181.78,104.7,198.27,409.43,240.68,216.94
2020,2020-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,False,439.48,664.05,351.78,120.24,631.51,153.77,293.51
2020,2020-03-31,DHANLAXMI BANK LIMITED,PRIVATE SECTOR BANKS,False,495.84,167.59,158.96,103.25,401.22,151.71,100.94
2020,2020-03-31,FEDERAL BANK LTD,PRIVATE SECTOR BANKS,False,3260.68,1918.8,914.46,734.19,3530.83,1626.2,1607.17
2020,2020-03-31,HDFC BANK LTD.,PRIVATE SECTOR BANKS,False,11224.16,17563.13,7882.83,8254.49,12649.97,3214.52,3542.36
2020,2020-03-31,ICICI BANK LIMITED,PRIVATE SECTOR BANKS,False,45676.04,13802.0,7697.1,10951.85,40829.09,13449.72,9923.24
2020,2020-03-31,IDBI BANK LIMITED,PRIVATE SECTOR BANKS,False,50027.94,11021.99,7841.65,5935.91,47272.37,14837.44,5439.49
2020,2020-03-31,IDFC FIRST BANK LIMITED,PRIVATE SECTOR BANKS,False,2136.04,2693.49,1039.75,1510.23,2279.56,1106.63,808.57
2020,2020-03-31,INDUSIND BANK LTD,PRIVATE SECTOR BANKS,False,3947.41,5829.87,2091.73,2538.81,5146.74,2248.28,1886.58
2020,2020-03-31,JAMMU & KASHMIR BANK LTD,PRIVATE SECTOR BANKS,False,6221.35,4053.79,2536.31,67.2,7671.63,3239.61,2181.36
2020,2020-03-31,KARNATAKA BANK LTD,PRIVATE SECTOR BANKS,False,2456.38,1998.58,564.19,1090.84,2799.93,1616.71,1755.01
2020,2020-03-31,KARUR VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,4449.57,1602.25,877.73,961.32,4212.77,2420.34,1808.65
2020,2020-03-31,KOTAK MAHINDRA BANK LTD.,PRIVATE SECTOR BANKS,False,4467.94,3394.97,1899.54,936.49,5026.89,1544.37,1557.89
2020,2020-03-31,LAKSHMI VILAS BANK LTD,PRIVATE SECTOR BANKS,False,3358.99,1553.24,659.92,19.0,4233.31,1506.29,1387.86
2020,2020-03-31,NAINITAL BANK LTD,PRIVATE SECTOR BANKS,False,388.22,181.68,33.87,,536.03,199.52,184.14
2020,2020-03-31,RBL BANK LTD,PRIVATE SECTOR BANKS,False,754.62,3359.1,724.25,1252.95,2136.52,372.74,1189.37
2020,2020-03-31,SOUTH INDIAN BANK LTD,PRIVATE SECTOR BANKS,False,3131.66,1369.59,371.97,867.51,3261.77,2163.62,2150.78
2020,2020-03-31,TAMILNAD MERCANTILE BANK LTD,PRIVATE SECTOR BANKS,False,1168.11,554.66,335.88,365.91,1020.98,636.51,497.47
2020,2020-03-31,YES BANK LTD.,PRIVATE SECTOR BANKS,False,7882.56,37272.49,5435.46,6842.0,32877.59,4484.85,8623.78
2020,2020-03-31,PRIVATE SECTOR BANKS,PRIVATE SECTOR BANKS,True,183718.1,131134.55,51335.91,53948.59,209568.15,67369.88,55683.41
2020,2020-03-31,AB BANK LIMITED,FOREIGN BANKS,False,8.9,,,8.9,,,
2020,2020-03-31,ABU DHABI COMMERCIAL BANK PJSC,FOREIGN BANKS,False,53.38,74.68,64.37,63.69,,39.95,
2020,2020-03-31,AMERICAN EXPRESS BANKING CORP.,FOREIGN BANKS,False,199.59,1252.45,1191.71,180.2,80.12,108.21,36.86
2020,2020-03-31,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,FOREIGN BANKS,False,99.97,,,74.97,25.0,,
2020,2020-03-31,"BANK OF AMERICA , NATIONAL ASSOCIATION",FOREIGN BANKS,False,,0.22,0.22,,,,
2020,2020-03-31,BANK OF BAHRAIN & KUWAIT B.S.C.,FOREIGN BANKS,False,79.55,7.63,3.98,4.55,78.65,49.83,6.58
2020,2020-03-31,BANK OF CEYLON,FOREIGN BANKS,False,3.45,18.81,,2.13,20.13,2.13,15.99
2020,2020-03-31,BANK OF CHINA LIMITED,FOREIGN BANKS,False,,,,,,,
2020,2020-03-31,BANK OF NOVA SCOTIA,FOREIGN BANKS,False,68.05,,,,68.05,,
2020,2020-03-31,BARCLAYS BANK PLC,FOREIGN BANKS,False,295.84,121.43,26.15,52.05,339.07,54.37,
2020,2020-03-31,BNP PARIBAS,FOREIGN BANKS,False,6.9,,,,6.9,,
2020,2020-03-31,CITIBANK N.A,FOREIGN BANKS,False,849.11,1128.35,457.38,559.05,961.04,312.62,370.51
2020,2020-03-31,COOPERATIEVE RABOBANK U.A.,FOREIGN BANKS,False,126.53,169.81,3.99,122.54,169.81,,
2020,2020-03-31,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,FOREIGN BANKS,False,3.17,,,0.24,2.93,,
2020,2020-03-31,CREDIT SUISSE AG,FOREIGN BANKS,False,260.0,,,260.0,,107.69,
2020,2020-03-31,"CTBC BANK CO., LTD.",FOREIGN BANKS,False,3.46,,0.89,,2.58,-0.35,
2020,2020-03-31,DBS BANK INDIA LIMITED,FOREIGN BANKS,False,583.17,148.9,40.81,183.7,507.57,58.86,89.66
2020,2020-03-31,DEUTSCHE BANK AG,FOREIGN BANKS,False,1424.44,815.65,624.88,104.93,1510.28,694.65,668.32
2020,2020-03-31,DOHA BANK Q.P.S.C.,FOREIGN BANKS,False,8.88,,,,8.88,,
2020,2020-03-31,EMIRATES NBD BANK (P.J.S.C.),FOREIGN BANKS,False,,,,,,,
2020,2020-03-31,FIRST ABU DHABI BANK PJSC,FOREIGN BANKS,False,,,,,,,
2020,2020-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,False,28.0,0.0,,0.0,28.0,21.0,
2020,2020-03-31,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,FOREIGN BANKS,False,597.71,469.41,279.3,118.5,669.33,129.12,126.19
2020,2020-03-31,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FOREIGN BANKS,False,50.05,36.8,8.79,42.82,35.24,,22.91
2020,2020-03-31,INDUSTRIAL BANK OF KOREA,FOREIGN BANKS,False,,,,,,,
2020,2020-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,False,,,,,,,
2020,2020-03-31,JSC VTB BANK,FOREIGN BANKS,False,,,,,,,
2020,2020-03-31,KEB HANA BANK,FOREIGN BANKS,False,53.51,,0.1,,53.41,31.4,20.66
2020,2020-03-31,KOOKMIN BANK,FOREIGN BANKS,False,,,,,,,
2020,2020-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,False,,,,,,,
2020,2020-03-31,MASHREQ BANK PSC,FOREIGN BANKS,False,,,,,,,
2020,2020-03-31,MIZUHO BANK LTD,FOREIGN BANKS,False,6.34,,,,6.34,,
2020,2020-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,False,70.0,,70.0,,,,
2020,2020-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,False,17.78,,,,17.78,,
2020,2020-03-31,QATAR NATIONAL BANK (Q.P.S.C),FOREIGN BANKS,False,,,,,,,
2020,2020-03-31,SBERBANK,FOREIGN BANKS,False,91.85,,,,91.85,,
2020,2020-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,False,149.31,21.15,10.02,44.86,115.58,50.67,36.78
2020,2020-03-31,SHINHAN BANK,FOREIGN BANKS,False,100.0,0.04,,,100.04,85.0,0.03
2020,2020-03-31,SOCIETE GENERALE,FOREIGN BANKS,False,148.92,,70.0,,78.92,45.45,
2020,2020-03-31,SONALI BANK,FOREIGN BANKS,False,4.46,0.24,0.09,,4.61,1.01,1.12
2020,2020-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,False,6690.78,2485.21,913.77,3110.98,5151.24,259.84,608.91
2020,2020-03-31,SUMITOMO MITSUI BANKING CORPORATION,FOREIGN BANKS,False,,,,,,,
2020,2020-03-31,THE ROYAL BANK OF SCOTLAND N.V.,FOREIGN BANKS,False,,,,,,,
2020,2020-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,False,155.19,,25.51,54.68,75.0,,
2020,2020-03-31,WESTPAC BANKING CORPORATION,FOREIGN BANKS,False,,,,,,,
2020,2020-03-31,WOORI BANK,FOREIGN BANKS,False,12.89,,,12.89,,,
2020,2020-03-31,FOREIGN BANKS,FOREIGN BANKS,True,12251.16,6750.77,3791.94,5001.67,10208.31,2051.45,2004.52
2020,2020-03-31,AU SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,470.14,617.03,582.26,47.13,457.78,294.5,217.3
2020,2020-03-31,CAPITAL SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,33.96,42.19,17.63,0.01,58.51,24.22,41.25
2020,2020-03-31,EQUITAS SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,295.71,409.3,216.19,71.51,417.32,167.42,228.61
2020,2020-03-31,ESAF SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,74.01,80.11,23.99,29.27,100.86,35.22,42.17
2020,2020-03-31,FINCARE SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,35.89,74.33,20.06,45.44,44.71,9.5,19.76
2020,2020-03-31,JANA SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,522.59,230.42,132.68,299.52,320.81,273.08,140.39
2020,2020-03-31,NORTH EAST SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,14.3,20.37,0.25,8.13,26.29,4.41,16.21
2020,2020-03-31,SURYODAY SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,49.62,104.3,4.78,47.89,101.25,12.01,20.37
2020,2020-03-31,UJJIVAN SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,97.85,145.19,41.83,64.07,137.14,27.55,27.49
2020,2020-03-31,UTKARSH SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,65.57,41.19,6.15,55.96,44.66,5.69,11.09
2020,2020-03-31,SMALL FINANCE BANKS,SMALL FINANCE BANKS,True,1659.64,1764.42,1045.81,668.92,1709.33,853.59,764.63
2020,2020-03-31,INDIA POST PAYMENTS BANK LIMITED,PAYMENTS BANKS,False,,,,,,,
2020,2020-03-31,PAYMENTS BANKS,PAYMENTS BANKS,True,,,,,,,
2019,2019-03-31,ALLAHABAD BANK,PUBLIC SECTOR BANKS,False,26562.79,10726.32,4301.34,4282.99,28704.78,12229.13,7419.31
2019,2019-03-31,ANDHRA BANK,PUBLIC SECTOR BANKS,False,28124.36,5274.94,2145.15,2280.18,28973.97,12636.87,9091.4
2019,2019-03-31,BANK OF BARODA,PUBLIC SECTOR BANKS,False,56480.38,13613.61,8759.39,13101.84,48232.76,23482.65,15609.5
2019,2019-03-31,BANK OF INDIA,PUBLIC SECTOR BANKS,False,62328.46,17902.53,12153.42,7416.45,60661.12,28207.27,19118.96
2019,2019-03-31,BANK OF MAHARASHTRA,PUBLIC SECTOR BANKS,False,18433.23,4304.22,2286.09,5126.87,15324.49,9641.19,4559.33
2019,2019-03-31,CANARA BANK,PUBLIC SECTOR BANKS,False,47468.47,15480.16,9457.31,14267.2,39224.12,28542.4,22955.11
2019,2019-03-31,CENTRAL BANK OF INDIA,PUBLIC SECTOR BANKS,False,38130.7,10328.64,5728.09,10375.21,32356.04,17377.87,11333.24
2019,2019-03-31,CORPORATION BANK,PUBLIC SECTOR BANKS,False,22213.44,6282.6,1782.92,5989.44,20723.68,14077.02,6926.64
2019,2019-03-31,DENA BANK,PUBLIC SECTOR BANKS,False,16361.44,5375.17,4296.21,4672.46,12767.94,7838.78,4166.97
2019,2019-03-31,INDIAN BANK,PUBLIC SECTOR BANKS,False,11990.14,6444.96,2207.82,2873.83,13353.45,5959.56,6793.11
2019,2019-03-31,INDIAN OVERSEAS BANK,PUBLIC SECTOR BANKS,False,38180.15,8844.54,5943.75,7682.82,33398.12,20399.66,14368.3
2019,2019-03-31,ORIENTAL BANK OF COMMERCE,PUBLIC SECTOR BANKS,False,26133.64,7066.15,5025.69,6457.03,21717.07,14282.88,9439.62
2019,2019-03-31,PUNJAB AND SIND BANK,PUBLIC SECTOR BANKS,False,7801.65,3666.37,1227.11,1635.04,8605.87,4607.87,4994.23
2019,2019-03-31,PUNJAB NATIONAL BANK,PUBLIC SECTOR BANKS,False,86620.05,19904.11,15798.2,12253.26,78472.7,48684.29,30037.66
2019,2019-03-31,STATE BANK OF INDIA,PUBLIC SECTOR BANKS,False,223427.46,32738.05,24509.97,58905.18,172750.36,110854.7,65894.74
2019,2019-03-31,SYNDICATE BANK,PUBLIC SECTOR BANKS,False,25758.6,11592.01,5895.74,6774.5,24680.37,13239.46,12627.73
2019,2019-03-31,UCO BANK,PUBLIC SECTOR BANKS,False,30549.92,9082.44,5323.72,4420.31,29888.33,14082.07,9649.92
2019,2019-03-31,UNION BANK OF INDIA,PUBLIC SECTOR BANKS,False,49369.93,13576.72,6446.96,7770.54,48729.15,24326.31,20332.42
2019,2019-03-31,UNITED BANK OF INDIA,PUBLIC SECTOR BANKS,False,16552.11,2870.52,2003.96,5365.29,12053.38,10316.3,5785.61
2019,2019-03-31,VIJAYA BANK,PUBLIC SECTOR BANKS,False,7526.09,5457.81,2542.55,1518.05,8923.3,5021.24,4018.37
2019,2019-03-31,PUBLIC SECTOR BANKS,PUBLIC SECTOR BANKS,True,840013.01,210531.87,127835.39,183168.49,739541.0,425807.52,285122.17
2019,2019-03-31,AXIS BANK LIMITED,PRIVATE SECTOR BANKS,False,34248.64,13871.09,9100.84,9229.45,29789.44,16591.71,11275.6
2019,2019-03-31,BANDHAN BANK LIMITED,PRIVATE SECTOR BANKS,False,373.14,763.86,39.95,277.49,819.56,172.9,228.32
2019,2019-03-31,CITY UNION BANK LIMITED,PRIVATE SECTOR BANKS,False,856.55,632.16,247.56,264.1,977.05,474.78,591.46
2019,2019-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,False,764.13,197.45,130.95,300.01,530.62,416.29,240.68
2019,2019-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,False,369.03,420.47,283.23,66.79,439.48,146.72,153.77
2019,2019-03-31,DHANLAXMI BANK LIMITED,PRIVATE SECTOR BANKS,False,469.31,142.69,112.94,3.22,495.84,194.65,151.71
2019,2019-03-31,FEDERAL BANK LTD,PRIVATE SECTOR BANKS,False,2795.62,1667.98,1016.61,186.31,3260.68,1551.96,1626.2
2019,2019-03-31,HDFC BANK LTD.,PRIVATE SECTOR BANKS,False,8606.97,14382.03,7184.48,4580.36,11224.16,2601.02,3214.52
2019,2019-03-31,ICICI BANK LIMITED,PRIVATE SECTOR BANKS,False,53240.18,10595.96,6602.97,11557.13,45676.04,27823.56,13449.72
2019,2019-03-31,IDBI BANK LIMITED#,PRIVATE SECTOR BANKS,False,55588.25,18208.24,7850.49,15918.06,50027.94,28665.14,14837.44
2019,2019-03-31,IDFC FIRST BANK LIMITED,PRIVATE SECTOR BANKS,False,1779.05,2369.47,1696.03,316.45,2136.04,891.16,1106.63
2019,2019-03-31,INDUSIND BANK LTD,PRIVATE SECTOR BANKS,False,1704.91,5386.83,1221.35,1922.98,3947.41,745.67,2248.28
2019,2019-03-31,JAMMU & KASHMIR BANK LTD,PRIVATE SECTOR BANKS,False,6006.7,2964.6,1442.09,1307.86,6221.35,2791.12,3239.61
2019,2019-03-31,KARNATAKA BANK LTD,PRIVATE SECTOR BANKS,False,2376.07,1447.86,468.28,899.27,2456.38,1400.51,1616.71
2019,2019-03-31,KARUR VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,3015.76,2342.92,461.66,447.45,4449.57,1862.83,2420.34
2019,2019-03-31,KOTAK MAHINDRA BANK LTD.,PRIVATE SECTOR BANKS,False,3825.38,1995.24,1133.12,219.56,4467.94,1665.05,1544.37
2019,2019-03-31,LAKSHMI VILAS BANK LTD,PRIVATE SECTOR BANKS,False,2694.21,1412.21,486.79,260.64,3358.99,1457.89,1506.29
2019,2019-03-31,NAINITAL BANK LTD,PRIVATE SECTOR BANKS,False,167.48,252.91,31.21,0.96,388.22,38.25,199.52
2019,2019-03-31,RBL BANK LTD,PRIVATE SECTOR BANKS,False,566.73,707.01,198.91,320.21,754.62,312.56,372.74
2019,2019-03-31,SOUTH INDIAN BANK LTD,PRIVATE SECTOR BANKS,False,1980.3,1847.86,409.76,286.74,3131.66,1415.8,2163.62
2019,2019-03-31,TAMILNAD MERCANTILE BANK LTD,PRIVATE SECTOR BANKS,False,868.28,947.23,383.63,263.77,1168.11,513.29,636.51
2019,2019-03-31,YES BANK LTD.,PRIVATE SECTOR BANKS,False,2626.8,7970.33,2245.64,468.93,7882.56,1312.75,4484.85
2019,2019-03-31,PRIVATE SECTOR BANKS,PRIVATE SECTOR BANKS,True,184923.49,90526.4,42748.49,49097.74,183603.66,93045.61,67308.89
2019,2019-03-31,AB BANK LIMITED,FOREIGN BANKS,False,8.9,,,8.9,,,
2019,2019-03-31,ABU DHABI COMMERCIAL BANK PJSC,FOREIGN BANKS,False,23.11,53.35,1.35,21.73,53.38,1.35,39.95
2019,2019-03-31,AMERICAN EXPRESS BANKING CORP.,FOREIGN BANKS,False,84.85,707.38,426.17,166.47,199.59,38.55,108.21
2019,2019-03-31,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,FOREIGN BANKS,False,,99.97,,,99.97,,
2019,2019-03-31,"BANK OF AMERICA , NATIONAL ASSOCIATION",FOREIGN BANKS,False,,,,,,,
2019,2019-03-31,BANK OF BAHRAIN & KUWAIT B.S.C.,FOREIGN BANKS,False,18.62,62.86,1.92,0.01,79.55,12.72,49.84
2019,2019-03-31,BANK OF CEYLON,FOREIGN BANKS,False,0.97,3.04,0.18,0.38,3.45,,2.13
2019,2019-03-31,BANK OF NOVA SCOTIA,FOREIGN BANKS,False,94.02,,,25.98,68.05,,
2019,2019-03-31,BARCLAYS BANK PLC,FOREIGN BANKS,False,78.35,220.85,3.36,,295.84,,54.37
2019,2019-03-31,BNP PARIBAS,FOREIGN BANKS,False,6.9,,,,6.9,,
2019,2019-03-31,CITIBANK N.A,FOREIGN BANKS,False,865.82,952.97,464.89,504.79,849.11,305.07,312.61
2019,2019-03-31,COOPERATIEVE RABOBANK U.A.,FOREIGN BANKS,False,236.42,,29.92,79.96,126.53,,
2019,2019-03-31,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,FOREIGN BANKS,False,383.56,13.45,142.81,251.03,3.17,56.99,
2019,2019-03-31,CREDIT SUISSE AG,FOREIGN BANKS,False,,260.0,,,260.0,,107.69
2019,2019-03-31,"CTBC BANK CO., LTD.",FOREIGN BANKS,False,7.66,,4.2,,3.46,2.19,-0.35
2019,2019-03-31,DBS BANK INDIA LIMITED,FOREIGN BANKS,False,,605.24,4.66,17.4,583.17,,58.86
2019,2019-03-31,DEUTSCHE BANK AG,FOREIGN BANKS,False,1023.32,821.61,251.63,168.86,1424.44,304.92,694.65
2019,2019-03-31,DOHA BANK Q.P.S.C.,FOREIGN BANKS,False,8.88,,,,8.88,,
2019,2019-03-31,EMIRATES NBD BANK (P.J.S.C.),FOREIGN BANKS,False,,,,,,,
2019,2019-03-31,FIRST ABU DHABI BANK PJSC,FOREIGN BANKS,False,,,,,,,
2019,2019-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,False,,28.0,,,28.0,,21.0
2019,2019-03-31,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,FOREIGN BANKS,False,924.27,391.43,358.79,359.2,597.71,144.01,129.12
2019,2019-03-31,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FOREIGN BANKS,False,47.17,2.88,,,50.05,,
2019,2019-03-31,INDUSTRIAL BANK OF KOREA,FOREIGN BANKS,False,,,,,,,
2019,2019-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,False,,,,,,,
2019,2019-03-31,JSC VTB BANK,FOREIGN BANKS,False,19.81,,,19.81,,,
2019,2019-03-31,KEB HANA BANK,FOREIGN BANKS,False,,53.51,,,53.51,,31.4
2019,2019-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,False,,,,,,,
2019,2019-03-31,MASHREQ BANK PSC,FOREIGN BANKS,False,,,,,,,
2019,2019-03-31,MIZUHO BANK LTD,FOREIGN BANKS,False,6.34,,,,6.34,,
2019,2019-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,False,75.13,,5.13,,70.0,52.5,
2019,2019-03-31,NATIONAL AUSTRALIA BANK,FOREIGN BANKS,False,,,,,,,
2019,2019-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,False,17.78,,,,17.78,,
2019,2019-03-31,QATAR NATIONAL BANK (Q.P.S.C),FOREIGN BANKS,False,,,,,,,
2019,2019-03-31,SBERBANK,FOREIGN BANKS,False,91.85,,,,91.85,,
2019,2019-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,False,,149.75,0.44,,149.31,,50.67
2019,2019-03-31,SHINHAN BANK,FOREIGN BANKS,False,,100.0,,,100.0,,85.0
2019,2019-03-31,SOCIETE GENERALE,FOREIGN BANKS,False,70.0,78.92,,,148.92,52.5,45.45
2019,2019-03-31,SONALI BANK,FOREIGN BANKS,False,3.15,1.41,0.09,,4.46,0.13,1.01
2019,2019-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,False,8441.1,1419.61,861.23,2308.7,6690.78,373.85,259.84
2019,2019-03-31,SUMITOMO MITSUI BANKING CORPORATION,FOREIGN BANKS,False,,,,,,,
2019,2019-03-31,THE ROYAL BANK OF SCOTLAND N.V.,FOREIGN BANKS,False,114.74,,,114.74,,,
2019,2019-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,False,80.19,75.0,,,155.19,,
2019,2019-03-31,WESTPAC BANKING CORPORATION,FOREIGN BANKS,False,,,,,,,
2019,2019-03-31,WOORI BANK,FOREIGN BANKS,False,,12.89,,,12.89,,
2019,2019-03-31,FOREIGN BANKS,FOREIGN BANKS,True,12732.9,6114.09,2556.77,4047.95,12242.26,1344.77,2051.44
2019,2019-03-31,AU SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,269.74,447.73,227.7,19.63,470.14,169.34,294.5
2019,2019-03-31,CAPITAL SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,21.13,27.84,15.0,0.01,33.96,15.43,24.22
2019,2019-03-31,EQUITAS SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,212.53,317.3,173.35,60.77,295.71,131.5,186.42
2019,2019-03-31,ESAF SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,121.05,76.08,33.75,89.37,74.01,84.81,35.2
2019,2019-03-31,SURYODAY SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,56.57,33.08,6.47,33.56,49.62,29.23,12.01
2019,2019-03-31,UJJIVAN SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,275.92,83.54,83.75,177.86,97.85,50.93,27.55
2019,2019-03-31,UTKARSH SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,57.47,60.26,22.3,29.86,65.57,33.72,5.69
2019,2019-03-31,SMALL FINANCE BANKS,SMALL FINANCE BANKS,True,1014.41,1045.83,562.33,411.06,1086.86,514.97,585.59
2018,2018-03-31,ALLAHABAD BANK,PUBLIC SECTOR BANKS,False,20687.83,12903.28,3379.08,3649.24,26562.79,13433.51,12229.13
2018,2018-03-31,ANDHRA BANK,PUBLIC SECTOR BANKS,False,17669.98,13864.23,1744.25,1665.6,28124.36,10354.81,12636.87
2018,2018-03-31,BANK OF BARODA,PUBLIC SECTOR BANKS,False,42718.7,24152.34,5442.47,4948.19,56480.38,18080.18,23482.65
2018,2018-03-31,BANK OF INDIA,PUBLIC SECTOR BANKS,False,52044.52,25580.5,6251.76,9044.8,62328.46,25305.03,28207.27
2018,2018-03-31,BANK OF MAHARASHTRA,PUBLIC SECTOR BANKS,False,17188.71,5734.87,2030.02,2460.33,18433.23,11331.19,9641.19
2018,2018-03-31,CANARA BANK,PUBLIC SECTOR BANKS,False,34202.04,24760.76,3184.66,8309.67,47468.47,21648.98,28542.4
2018,2018-03-31,CENTRAL BANK OF INDIA,PUBLIC SECTOR BANKS,False,27251.33,17071.24,3268.26,2923.61,38130.7,14217.83,17377.87
2018,2018-03-31,CORPORATION BANK,PUBLIC SECTOR BANKS,False,17045.22,14576.86,1180.27,8228.37,22213.44,11692.18,14077.02
2018,2018-03-31,DENA BANK,PUBLIC SECTOR BANKS,False,12618.73,6008.47,1604.64,661.12,16361.44,7735.12,7838.78
2018,2018-03-31,IDBI BANK LIMITED,PUBLIC SECTOR BANKS,False,44752.59,38351.09,15000.65,12514.78,55588.25,25205.8,28665.14
2018,2018-03-31,INDIAN BANK,PUBLIC SECTOR BANKS,False,9865.14,5041.23,1274.6,1641.63,11990.14,5606.57,5959.56
2018,2018-03-31,INDIAN OVERSEAS BANK,PUBLIC SECTOR BANKS,False,35098.26,16824.79,6724.58,7018.32,38180.15,19749.32,20399.66
2018,2018-03-31,ORIENTAL BANK OF COMMERCE,PUBLIC SECTOR BANKS,False,22859.27,12429.34,2798.05,6356.92,26133.64,14117.83,14282.88
2018,2018-03-31,PUNJAB AND SIND BANK,PUBLIC SECTOR BANKS,False,6297.59,2591.75,627.88,459.81,7801.65,4375.08,4607.87
2018,2018-03-31,PUNJAB NATIONAL BANK,PUBLIC SECTOR BANKS,False,55370.45,44274.33,5617.54,7407.19,86620.05,32702.1,48684.29
2018,2018-03-31,STATE BANK OF INDIA*,PUBLIC SECTOR BANKS,False,112342.99,160303.65,9023.76,40195.42,223427.46,58277.38,110854.7
2018,2018-03-31,SYNDICATE BANK,PUBLIC SECTOR BANKS,False,17609.31,14309.28,3759.98,2400.01,25758.6,10410.98,13239.46
2018,2018-03-31,UCO BANK,PUBLIC SECTOR BANKS,False,22540.95,15033.8,4290.12,2734.71,30549.92,10703.39,14082.07
2018,2018-03-31,UNION BANK OF INDIA,PUBLIC SECTOR BANKS,False,33712.28,21369.11,2234.51,3476.95,49369.93,18832.1,24326.31
2018,2018-03-31,UNITED BANK OF INDIA,PUBLIC SECTOR BANKS,False,10951.99,8606.26,1139.23,1866.91,16552.11,6591.85,10316.3
2018,2018-03-31,VIJAYA BANK,PUBLIC SECTOR BANKS,False,6381.78,4388.2,1703.9,1539.99,7526.09,4118.16,5021.24
