Year,Report Date,Bank Name,Bank Type,Basel-I_Tier-I,Basel-I_Tier-II,Basel-I_Total,Basel-II_Tier-I,Basel-II_Tier-II,Basel-II_Total,Basel-III_Tier-I,Basel-III_Tier-II,Basel-III_Total
2023,2023-03-31,FIRST ABU DHABI BANK PJSC,FOREIGN BANKS,,,,,,,30.78,2.38,33.16
2023,2023-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,,,,,,,217.88,0.22,218.1
2023,2023-03-31,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FOREIGN BANKS,,,,,,,28.78,2.08,30.86
2023,2023-03-31,INDUSTRIAL BANK OF KOREA,FOREIGN BANKS,,,,,,,69.42,0.6,70.02
2023,2023-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,,,,,,,19.52,2.39,21.91
2023,2023-03-31,JSC VTB BANK,FOREIGN BANKS,,,,,,,116.72,,116.72
2023,2023-03-31,KEB HANA BANK,FOREIGN BANKS,,,,,,,30.54,0.54,31.08
2023,2023-03-31,KOOKMIN BANK,FOREIGN BANKS,,,,,,,43.27,0.63,43.9
2023,2023-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,,,,,,,231.47,1.25,232.72
2023,2023-03-31,MASHREQ BANK PSC,FOREIGN BANKS,,,,,,,68.55,0.96,69.51
2023,2023-03-31,MIZUHO BANK LTD,FOREIGN BANKS,,,,,,,17.39,0.82,18.21
2023,2023-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,,,,,,,23.56,0.72,24.28
2023,2023-03-31,NATWEST MARKETS PLC,FOREIGN BANKS,,,,,,,347.71,0.44,348.15
2023,2023-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,,,,,,,59.9,0.23,60.13
2023,2023-03-31,QATAR NATIONAL BANK (Q.P.S.C),FOREIGN BANKS,,,,,,,51.85,0.45,52.3
2023,2023-03-31,SBERBANK,FOREIGN BANKS,,,,,,,135.27,0.07,135.34
2023,2023-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,,,,,,,11.46,4.7,16.16
2023,2023-03-31,SHINHAN BANK,FOREIGN BANKS,,,,,,,20.2,0.94,21.14
2023,2023-03-31,SOCIETE GENERALE,FOREIGN BANKS,,,,,,,22.48,1.16,23.64
2023,2023-03-31,SONALI BANK,FOREIGN BANKS,,,,,,,67.38,0.44,67.82
2023,2023-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,,,,,,,15.58,1.71,17.29
2023,2023-03-31,SUMITOMO MITSUI BANKING CORPORATION,FOREIGN BANKS,,,,,,,34.12,1.02,35.14
2023,2023-03-31,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,FOREIGN BANKS,,,,,,,15.0,1.6,16.6
2023,2023-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,,,,,,,179.36,1.57,180.93
2023,2023-03-31,WOORI BANK,FOREIGN BANKS,,,,,,,48.06,5.24,53.3
2023,2023-03-31,AU SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,21.78,1.81,23.59,,,
2023,2023-03-31,CAPITAL SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,13.69,5.18,18.87,,,
2023,2023-03-31,EQUITAS SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,23.08,0.72,23.8,,,
2023,2023-03-31,ESAF SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,18.12,1.71,19.83,,,
2023,2023-03-31,FINCARE SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,18.64,1.4,20.04,,,
2023,2023-03-31,JANA SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,13.02,2.55,15.57,,,
2023,2023-03-31,NORTH EAST SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,2.75,2.75,5.5,,,
2023,2023-03-31,SHIVALIK SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,18.64,4.82,23.46,,,
2023,2023-03-31,SURYODAY SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,30.84,2.88,33.72,,,
2023,2023-03-31,UJJIVAN SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,22.68,3.13,25.81,,,
2023,2023-03-31,UNITY SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,27.16,22.25,49.4,,,
2023,2023-03-31,UTKARSH SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,18.25,2.39,20.64,,,
2023,2023-03-31,AIRTEL PAYMENTS BANK LIMITED,PAYMENTS BANKS,,,,49.1,,49.1,,,
2023,2023-03-31,FINO PAYMENTS BANK LIMITED,PAYMENTS BANKS,,,,82.12,3.93,86.05,,,
2023,2023-03-31,INDIA POST PAYMENTS BANK LIMITED,PAYMENTS BANKS,,,,56.7,0.26,56.96,,,
2023,2023-03-31,PAYTM PAYMENTS BANK LIMITED,PAYMENTS BANKS,,,,28.35,,28.35,,,
2022,2022-03-31,BANK OF BARODA,PUBLIC SECTOR BANKS,,,,,,,13.18,2.5,15.68
2022,2022-03-31,BANK OF INDIA,PUBLIC SECTOR BANKS,,,,,,,13.92,2.59,16.51
2022,2022-03-31,BANK OF MAHARASHTRA,PUBLIC SECTOR BANKS,,,,,,,12.38,4.1,16.48
2022,2022-03-31,CANARA BANK,PUBLIC SECTOR BANKS,,,,,,,11.91,2.99,14.9
2022,2022-03-31,CENTRAL BANK OF INDIA,PUBLIC SECTOR BANKS,,,,,,,11.48,2.36,13.84
2022,2022-03-31,INDIAN BANK,PUBLIC SECTOR BANKS,,,,,,,13.17,3.36,16.53
2022,2022-03-31,INDIAN OVERSEAS BANK,PUBLIC SECTOR BANKS,,,,,,,10.71,3.12,13.83
2022,2022-03-31,PUNJAB AND SIND BANK,PUBLIC SECTOR BANKS,,,,,,,14.8,3.74,18.54
2022,2022-03-31,PUNJAB NATIONAL BANK,PUBLIC SECTOR BANKS,,,,,,,11.73,2.77,14.5
2022,2022-03-31,STATE BANK OF INDIA,PUBLIC SECTOR BANKS,,,,,,,11.42,2.41,13.83
2022,2022-03-31,UCO BANK,PUBLIC SECTOR BANKS,,,,,,,10.97,2.77,13.74
2022,2022-03-31,UNION BANK OF INDIA,PUBLIC SECTOR BANKS,,,,,,,12.2,2.32,14.52
2022,2022-03-31,AXIS BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,16.34,2.2,18.54
2022,2022-03-31,BANDHAN BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,18.89,1.21,20.1
2022,2022-03-31,CITY UNION BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,19.78,1.07,20.85
2022,2022-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,24.35,1.55,25.9
2022,2022-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,15.84,3.08,18.92
2022,2022-03-31,DHANLAXMI BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,10.31,2.67,12.98
2022,2022-03-31,FEDERAL BANK LTD,PRIVATE SECTOR BANKS,,,,,,,14.43,1.34,15.77
2022,2022-03-31,HDFC BANK LTD.,PRIVATE SECTOR BANKS,,,,,,,17.87,1.03,18.9
2022,2022-03-31,ICICI BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,18.35,0.81,19.16
2022,2022-03-31,IDBI BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,16.68,2.38,19.06
2022,2022-03-31,IDFC FIRST BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,14.88,1.86,16.74
2022,2022-03-31,INDUSIND BANK LTD,PRIVATE SECTOR BANKS,,,,,,,16.8,1.62,18.42
2022,2022-03-31,JAMMU & KASHMIR BANK LTD,PRIVATE SECTOR BANKS,,,,,,,11.73,1.5,13.23
2022,2022-03-31,KARNATAKA BANK LTD,PRIVATE SECTOR BANKS,,,,,,,12.65,3.01,15.66
2022,2022-03-31,KARUR VYSYA BANK LTD,PRIVATE SECTOR BANKS,,,,,,,17.27,1.94,19.21
2022,2022-03-31,KOTAK MAHINDRA BANK LTD.,PRIVATE SECTOR BANKS,,,,,,,21.67,1.02,22.69
2022,2022-03-31,NAINITAL BANK LTD,PRIVATE SECTOR BANKS,,,,,,,12.71,0.92,13.63
2022,2022-03-31,RBL BANK LTD,PRIVATE SECTOR BANKS,,,,,,,16.21,0.61,16.82
2022,2022-03-31,SOUTH INDIAN BANK LTD,PRIVATE SECTOR BANKS,,,,,,,13.22,2.64,15.86
2022,2022-03-31,TAMILNAD MERCANTILE BANK LTD,PRIVATE SECTOR BANKS,,,,,,,20.44,1.62,22.06
2022,2022-03-31,YES BANK LTD.,PRIVATE SECTOR BANKS,,,,,,,11.6,5.83,17.43
2022,2022-03-31,AB BANK LIMITED,FOREIGN BANKS,,,,,,,52.57,0.51,53.08
2022,2022-03-31,ABU DHABI COMMERCIAL BANK PJSC,FOREIGN BANKS,,,,,,,278.08,,278.08
2022,2022-03-31,AMERICAN EXPRESS BANKING CORP.,FOREIGN BANKS,,,,,,,18.24,10.49,28.73
2022,2022-03-31,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,FOREIGN BANKS,,,,,,,25.43,1.26,26.69
2022,2022-03-31,"BANK OF AMERICA , NATIONAL ASSOCIATION",FOREIGN BANKS,,,,,,,18.62,1.0,19.62
2022,2022-03-31,BANK OF BAHRAIN & KUWAIT B.S.C.,FOREIGN BANKS,,,,,,,24.89,1.2,26.09
2022,2022-03-31,BANK OF CEYLON,FOREIGN BANKS,,,,,,,28.86,1.02,29.88
2022,2022-03-31,BANK OF CHINA LIMITED,FOREIGN BANKS,,,,,,,132.08,0.2,132.28
2022,2022-03-31,BANK OF NOVA SCOTIA,FOREIGN BANKS,,,,,,,55.92,2.15,58.07
2022,2022-03-31,BARCLAYS BANK PLC,FOREIGN BANKS,,,,,,,23.33,1.71,25.04
2022,2022-03-31,BNP PARIBAS,FOREIGN BANKS,,,,,,,14.22,2.99,17.21
2022,2022-03-31,CITIBANK N.A,FOREIGN BANKS,,,,,,,15.74,1.69,17.43
2022,2022-03-31,COOPERATIEVE RABOBANK U.A.,FOREIGN BANKS,,,,,,,26.88,1.04,27.92
2022,2022-03-31,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,FOREIGN BANKS,,,,,,,12.61,2.26,14.87
2022,2022-03-31,CREDIT SUISSE AG,FOREIGN BANKS,,,,,,,55.73,4.29,60.02
2022,2022-03-31,"CTBC BANK CO., LTD.",FOREIGN BANKS,,,,,,,30.56,1.26,31.82
2022,2022-03-31,DBS BANK INDIA LIMITED,FOREIGN BANKS,,,,,,,13.71,2.58,16.29
2022,2022-03-31,DEUTSCHE BANK AG,FOREIGN BANKS,,,,,,,14.73,1.45,16.18
2022,2022-03-31,DOHA BANK Q.P.S.C.,FOREIGN BANKS,,,,,,,27.4,0.86,28.26
2022,2022-03-31,EMIRATES NBD BANK (P.J.S.C.),FOREIGN BANKS,,,,,,,73.94,1.37,75.31
2022,2022-03-31,FIRST ABU DHABI BANK PJSC,FOREIGN BANKS,,,,,,,30.95,2.55,33.5
2022,2022-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,,,,,,,187.85,0.19,188.04
2022,2022-03-31,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,FOREIGN BANKS,,,,,,,14.79,1.71,16.5
2022,2022-03-31,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FOREIGN BANKS,,,,,,,30.35,1.7,32.05
2022,2022-03-31,INDUSTRIAL BANK OF KOREA,FOREIGN BANKS,,,,,,,88.94,0.59,89.53
2022,2022-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,,,,,,,21.57,1.96,23.53
2022,2022-03-31,JSC VTB BANK,FOREIGN BANKS,,,,,,,587.48,,587.48
2022,2022-03-31,KEB HANA BANK,FOREIGN BANKS,,,,,,,46.33,0.62,46.95
2022,2022-03-31,KOOKMIN BANK,FOREIGN BANKS,,,,,,,49.87,0.48,50.35
2022,2022-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,,,,,,,163.17,1.25,164.42
2022,2022-03-31,MASHREQ BANK PSC,FOREIGN BANKS,,,,,,,159.65,1.01,160.66
2022,2022-03-31,MIZUHO BANK LTD,FOREIGN BANKS,,,,,,,17.91,0.73,18.64
2022,2022-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,,,,,,,21.64,1.25,22.89
2022,2022-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,,,,,,,88.35,0.2,88.55
2022,2022-03-31,QATAR NATIONAL BANK (Q.P.S.C),FOREIGN BANKS,,,,,,,27.84,0.41,28.25
2022,2022-03-31,SBERBANK,FOREIGN BANKS,,,,,,,90.05,0.07,90.12
2022,2022-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,,,,,,,16.06,1.22,17.28
2022,2022-03-31,SHINHAN BANK,FOREIGN BANKS,,,,,,,24.79,1.08,25.87
2022,2022-03-31,SOCIETE GENERALE,FOREIGN BANKS,,,,,,,23.13,1.34,24.47
2022,2022-03-31,SONALI BANK,FOREIGN BANKS,,,,,,,15.29,0.25,15.54
2022,2022-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,,,,,,,14.79,1.16,15.95
2022,2022-03-31,SUMITOMO MITSUI BANKING CORPORATION,FOREIGN BANKS,,,,,,,27.12,0.59,27.71
2022,2022-03-31,THE ROYAL BANK OF SCOTLAND N.V.,FOREIGN BANKS,,,,,,,306.05,0.37,306.42
2022,2022-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,,,,,,,284.74,3.24,287.98
2022,2022-03-31,WOORI BANK,FOREIGN BANKS,,,,,,,45.82,2.42,48.24
2022,2022-03-31,AU SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,19.69,1.3,20.99,,,
2022,2022-03-31,CAPITAL SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,13.21,5.42,18.63,,,
2022,2022-03-31,EQUITAS SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,24.53,0.63,25.16,,,
2022,2022-03-31,ESAF SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,16.16,2.48,18.64,,,
2022,2022-03-31,FINCARE SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,19.48,2.84,22.32,,,
2022,2022-03-31,JANA SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,11.83,3.43,15.26,,,
2022,2022-03-31,NORTH EAST SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,15.09,1.96,17.05,,,
2022,2022-03-31,SHIVALIK SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,15.46,6.27,21.73,,,
2022,2022-03-31,SURYODAY SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,34.44,3.42,37.86,,,
2022,2022-03-31,UJJIVAN SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,17.7,1.29,18.99,,,
2022,2022-03-31,UTKARSH SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,18.08,3.51,21.59,,,
2022,2022-03-31,AIRTEL PAYMENTS BANK LIMITED,PAYMENTS BANKS,,,,58.26,,58.26,,,
2022,2022-03-31,FINO PAYMENTS BANK LIMITED,PAYMENTS BANKS,,,,125.57,0.03,125.6,,,
2022,2022-03-31,INDIA POST PAYMENTS BANK LIMITED,PAYMENTS BANKS,,,,40.83,,40.83,,,
2022,2022-03-31,PAYTM PAYMENTS BANK LIMITED,PAYMENTS BANKS,,,,38.63,,38.63,,,
2021,2021-03-31,BANK OF BARODA,PUBLIC SECTOR BANKS,,,,,,,12.67,2.32,14.99
2021,2021-03-31,BANK OF INDIA,PUBLIC SECTOR BANKS,,,,,,,11.96,2.97,14.93
2021,2021-03-31,BANK OF MAHARASHTRA,PUBLIC SECTOR BANKS,,,,,,,10.97,3.52,14.49
2021,2021-03-31,CANARA BANK,PUBLIC SECTOR BANKS,,,,,,,10.08,3.1,13.18
2021,2021-03-31,CENTRAL BANK OF INDIA,PUBLIC SECTOR BANKS,,,,,,,12.82,1.99,14.81
2021,2021-03-31,INDIAN BANK,PUBLIC SECTOR BANKS,,,,,,,11.93,3.78,15.71
2021,2021-03-31,INDIAN OVERSEAS BANK,PUBLIC SECTOR BANKS,,,,,,,12.91,2.41,15.32
2021,2021-03-31,PUNJAB AND SIND BANK,PUBLIC SECTOR BANKS,,,,,,,13.98,3.08,17.06
2021,2021-03-31,PUNJAB NATIONAL BANK,PUBLIC SECTOR BANKS,,,,,,,11.49,2.83,14.32
2021,2021-03-31,STATE BANK OF INDIA,PUBLIC SECTOR BANKS,,,,,,,11.44,2.3,13.74
2021,2021-03-31,UCO BANK,PUBLIC SECTOR BANKS,,,,,,,11.14,2.6,13.74
2021,2021-03-31,UNION BANK OF INDIA,PUBLIC SECTOR BANKS,,,,,,,10.35,2.21,12.56
2021,2021-03-31,AXIS BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,16.47,2.65,19.12
2021,2021-03-31,BANDHAN BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,22.48,0.99,23.47
2021,2021-03-31,CITY UNION BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,18.45,1.07,19.52
2021,2021-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,19.96,1.41,21.37
2021,2021-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,15.49,4.18,19.67
2021,2021-03-31,DHANLAXMI BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,11.31,3.16,14.47
2021,2021-03-31,FEDERAL BANK LTD,PRIVATE SECTOR BANKS,,,,,,,13.85,0.77,14.62
2021,2021-03-31,HDFC BANK LTD.,PRIVATE SECTOR BANKS,,,,,,,17.56,1.23,18.79
2021,2021-03-31,ICICI BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,18.06,1.06,19.12
2021,2021-03-31,IDBI BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,13.06,2.53,15.59
2021,2021-03-31,IDFC FIRST BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,13.27,0.5,13.77
2021,2021-03-31,INDUSIND BANK LTD,PRIVATE SECTOR BANKS,,,,,,,16.83,0.55,17.38
2021,2021-03-31,JAMMU & KASHMIR BANK LTD,PRIVATE SECTOR BANKS,,,,,,,10.28,1.92,12.2
2021,2021-03-31,KARNATAKA BANK LTD,PRIVATE SECTOR BANKS,,,,,,,12.34,2.51,14.85
2021,2021-03-31,KARUR VYSYA BANK LTD,PRIVATE SECTOR BANKS,,,,,,,16.95,2.03,18.98
2021,2021-03-31,KOTAK MAHINDRA BANK LTD.,PRIVATE SECTOR BANKS,,,,,,,21.38,0.88,22.26
2021,2021-03-31,NAINITAL BANK LTD,PRIVATE SECTOR BANKS,,,,,,,12.88,0.79,13.67
2021,2021-03-31,RBL BANK LTD,PRIVATE SECTOR BANKS,,,,,,,16.64,0.86,17.5
2021,2021-03-31,SOUTH INDIAN BANK LTD,PRIVATE SECTOR BANKS,,,,,,,12.79,2.63,15.42
2021,2021-03-31,TAMILNAD MERCANTILE BANK LTD,PRIVATE SECTOR BANKS,,,,,,,17.93,1.01,18.94
2021,2021-03-31,YES BANK LTD.,PRIVATE SECTOR BANKS,,,,,,,11.3,6.2,17.5
2021,2021-03-31,AB BANK LIMITED,FOREIGN BANKS,,,,,,,34.94,0.4,35.34
2021,2021-03-31,ABU DHABI COMMERCIAL BANK PJSC,FOREIGN BANKS,,,,,,,201.29,,201.29
2021,2021-03-31,AMERICAN EXPRESS BANKING CORP.,FOREIGN BANKS,,,,,,,21.42,16.12,37.54
2021,2021-03-31,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,FOREIGN BANKS,,,,,,,31.73,1.09,32.82
2021,2021-03-31,"BANK OF AMERICA , NATIONAL ASSOCIATION",FOREIGN BANKS,,,,,,,18.95,1.09,20.04
2021,2021-03-31,BANK OF BAHRAIN & KUWAIT B.S.C.,FOREIGN BANKS,,,,,,,22.84,1.01,23.85
2021,2021-03-31,BANK OF CEYLON,FOREIGN BANKS,,,,,,,29.89,1.25,31.14
2021,2021-03-31,BANK OF CHINA LIMITED,FOREIGN BANKS,,,,,,,127.6,0.29,127.89
2021,2021-03-31,BANK OF NOVA SCOTIA,FOREIGN BANKS,,,,,,,45.77,2.42,48.19
2021,2021-03-31,BARCLAYS BANK PLC,FOREIGN BANKS,,,,,,,14.23,1.21,15.44
2021,2021-03-31,BNP PARIBAS,FOREIGN BANKS,,,,,,,14.1,2.66,16.76
2021,2021-03-31,CITIBANK N.A,FOREIGN BANKS,,,,,,,14.45,1.77,16.22
2021,2021-03-31,COOPERATIEVE RABOBANK U.A.,FOREIGN BANKS,,,,,,,34.48,1.03,35.51
2021,2021-03-31,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,FOREIGN BANKS,,,,,,,11.55,2.34,13.89
2021,2021-03-31,CREDIT SUISSE AG,FOREIGN BANKS,,,,,,,32.61,2.01,34.62
2021,2021-03-31,"CTBC BANK CO., LTD.",FOREIGN BANKS,,,,,,,35.54,1.26,36.8
2021,2021-03-31,DBS BANK INDIA LIMITED,FOREIGN BANKS,,,,,,,12.34,2.79,15.13
2021,2021-03-31,DEUTSCHE BANK AG,FOREIGN BANKS,,,,,,,15.81,1.47,17.28
2021,2021-03-31,DOHA BANK Q.P.S.C.,FOREIGN BANKS,,,,,,,30.74,0.8,31.54
2021,2021-03-31,EMIRATES NBD BANK (P.J.S.C.),FOREIGN BANKS,,,,,,,77.9,1.57,79.47
2021,2021-03-31,FIRST ABU DHABI BANK PJSC,FOREIGN BANKS,,,,,,,37.39,2.29,39.68
2021,2021-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,,,,,,,44.61,1.42,46.03
2021,2021-03-31,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,FOREIGN BANKS,,,,,,,15.14,1.93,17.07
2021,2021-03-31,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FOREIGN BANKS,,,,,,,32.19,0.36,32.55
2021,2021-03-31,INDUSTRIAL BANK OF KOREA,FOREIGN BANKS,,,,,,,93.12,0.68,93.8
2021,2021-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,,,,,,,22.27,1.68,23.95
2021,2021-03-31,JSC VTB BANK,FOREIGN BANKS,,,,,,,394.9,,394.9
2021,2021-03-31,KEB HANA BANK,FOREIGN BANKS,,,,,,,59.33,0.61,59.94
2021,2021-03-31,KOOKMIN BANK,FOREIGN BANKS,,,,,,,64.59,0.29,64.88
2021,2021-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,,,,,,,100.49,1.25,101.74
2021,2021-03-31,MASHREQ BANK PSC,FOREIGN BANKS,,,,,,,45.21,0.91,46.12
2021,2021-03-31,MIZUHO BANK LTD,FOREIGN BANKS,,,,,,,19.58,0.63,20.21
2021,2021-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,,,,,,,21.14,1.25,22.39
2021,2021-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,,,,,,,115.83,0.2,116.03
2021,2021-03-31,QATAR NATIONAL BANK (Q.P.S.C),FOREIGN BANKS,,,,,,,42.69,0.31,43.0
2021,2021-03-31,SBERBANK,FOREIGN BANKS,,,,,,,95.3,0.05,95.35
2021,2021-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,,,,,,,19.46,1.26,20.72
2021,2021-03-31,SHINHAN BANK,FOREIGN BANKS,,,,,,,24.56,0.63,25.19
2021,2021-03-31,SOCIETE GENERALE,FOREIGN BANKS,,,,,,,15.88,1.19,17.07
2021,2021-03-31,SONALI BANK,FOREIGN BANKS,,,,,,,13.92,0.19,14.11
2021,2021-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,,,,,,,14.53,1.17,15.7
2021,2021-03-31,SUMITOMO MITSUI BANKING CORPORATION,FOREIGN BANKS,,,,,,,31.72,0.72,32.44
2021,2021-03-31,THE ROYAL BANK OF SCOTLAND N.V.,FOREIGN BANKS,,,,,,,289.93,0.43,290.36
2021,2021-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,,,,,,,178.59,3.31,181.9
2021,2021-03-31,WOORI BANK,FOREIGN BANKS,,,,,,,27.5,1.59,29.09
2021,2021-03-31,AU SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,21.53,1.84,23.37,,,
2021,2021-03-31,CAPITAL SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,14.27,5.53,19.8,,,
2021,2021-03-31,EQUITAS SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,23.23,0.95,24.18,,,
2021,2021-03-31,ESAF SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,21.54,2.69,24.23,,,
2021,2021-03-31,FINCARE SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,24.91,4.65,29.56,,,
2021,2021-03-31,JANA SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,11.75,3.76,15.51,,,
2021,2021-03-31,NORTH EAST SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,20.18,1.04,21.22,,,
2021,2021-03-31,SURYODAY SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,47.23,4.24,51.47,,,
2021,2021-03-31,UJJIVAN SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,25.06,1.38,26.44,,,
2021,2021-03-31,UTKARSH SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,19.98,1.9,21.88,,,
2021,2021-03-31,FINO PAYMENTS BANK LIMITED,PAYMENTS BANKS,,,,56.25,,56.25,,,
2021,2021-03-31,INDIA POST PAYMENTS BANK LIMITED,PAYMENTS BANKS,,,,36.15,,36.15,,,
2020,2020-03-31,ALLAHABAD BANK,PUBLIC SECTOR BANKS,,,,,,,8.01,4.0,12.01
2020,2020-03-31,ANDHRA BANK,PUBLIC SECTOR BANKS,,,,,,,8.16,2.96,11.12
2020,2020-03-31,BANK OF BARODA,PUBLIC SECTOR BANKS,,,,,,,10.71,2.59,13.3
2020,2020-03-31,BANK OF INDIA,PUBLIC SECTOR BANKS,,,,,,,9.9,3.2,13.1
2020,2020-03-31,BANK OF MAHARASHTRA,PUBLIC SECTOR BANKS,,,,,,,10.67,2.85,13.52
2020,2020-03-31,CANARA BANK,PUBLIC SECTOR BANKS,,,,,,,10.12,3.53,13.65
2020,2020-03-31,CENTRAL BANK OF INDIA,PUBLIC SECTOR BANKS,,,,,,,9.33,2.39,11.72
2020,2020-03-31,CORPORATION BANK,PUBLIC SECTOR BANKS,,,,,,,9.04,2.49,11.53
2020,2020-03-31,INDIAN BANK,PUBLIC SECTOR BANKS,,,,,,,12.08,2.04,14.12
2020,2020-03-31,INDIAN OVERSEAS BANK,PUBLIC SECTOR BANKS,,,,,,,8.21,2.51,10.72
2020,2020-03-31,ORIENTAL BANK OF COMMERCE,PUBLIC SECTOR BANKS,,,,,,,8.91,2.64,11.55
2020,2020-03-31,PUNJAB AND SIND BANK,PUBLIC SECTOR BANKS,,,,,,,9.58,3.18,12.76
2020,2020-03-31,PUNJAB NATIONAL BANK,PUBLIC SECTOR BANKS,,,,,,,11.91,2.24,14.15
2020,2020-03-31,STATE BANK OF INDIA,PUBLIC SECTOR BANKS,,,,,,,11.0,2.06,13.06
