Year,Report Date,Bank Name,Bank Type,Is_Aggregate,Capital Market Sector,Real Estate Sector,Commodities,Total
2023,2023-03-31,INDUSTRIAL BANK OF KOREA,FOREIGN BANKS,False,,75.0,,75.0
2023,2023-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,False,,1289.9,,1289.9
2023,2023-03-31,JSC VTB BANK,FOREIGN BANKS,False,,,,
2023,2023-03-31,KEB HANA BANK,FOREIGN BANKS,False,,0.02,,0.02
2023,2023-03-31,KOOKMIN BANK,FOREIGN BANKS,False,,,,
2023,2023-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,False,,,,
2023,2023-03-31,MASHREQ BANK PSC,FOREIGN BANKS,False,,275.0,,275.0
2023,2023-03-31,MIZUHO BANK LTD,FOREIGN BANKS,False,,441.44,,441.44
2023,2023-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,False,,979.27,,979.27
2023,2023-03-31,NATWEST MARKETS PLC,FOREIGN BANKS,False,,,,
2023,2023-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,False,,,,
2023,2023-03-31,QATAR NATIONAL BANK (Q.P.S.C),FOREIGN BANKS,False,,53.38,,53.38
2023,2023-03-31,SBERBANK,FOREIGN BANKS,False,1.71,,,1.71
2023,2023-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,False,127.88,1220.1,,1347.98
2023,2023-03-31,SHINHAN BANK,FOREIGN BANKS,False,,2162.32,,2162.32
2023,2023-03-31,SOCIETE GENERALE,FOREIGN BANKS,False,,86.13,,86.13
2023,2023-03-31,SONALI BANK,FOREIGN BANKS,False,,,,
2023,2023-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,False,4209.04,39977.01,,44186.04
2023,2023-03-31,SUMITOMO MITSUI BANKING CORPORATION,FOREIGN BANKS,False,435.0,4314.45,,4749.45
2023,2023-03-31,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,FOREIGN BANKS,False,3458.19,44424.56,,47882.75
2023,2023-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,False,,150.0,,150.0
2023,2023-03-31,WOORI BANK,FOREIGN BANKS,False,,54.09,,54.09
2023,2023-03-31,FOREIGN BANKS,FOREIGN BANKS,True,12533.78,136007.18,,148540.96
2023,2023-03-31,AU SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,354.76,8495.31,,8850.07
2023,2023-03-31,CAPITAL SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,1.54,1511.97,,1513.51
2023,2023-03-31,EQUITAS SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,32.56,13000.99,,13033.55
2023,2023-03-31,ESAF SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,11.29,319.72,,331.01
2023,2023-03-31,FINCARE SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,,,
2023,2023-03-31,JANA SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,2417.34,,2417.34
2023,2023-03-31,NORTH EAST SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,0.48,,0.48
2023,2023-03-31,SHIVALIK SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,128.4,,128.4
2023,2023-03-31,SURYODAY SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,753.19,,753.19
2023,2023-03-31,UJJIVAN SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,20.1,5121.79,,5141.89
2023,2023-03-31,UNITY SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,21.2,2825.16,,2846.36
2023,2023-03-31,UTKARSH SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,2308.74,,2308.74
2023,2023-03-31,SMALL FINANCE BANKS,SMALL FINANCE BANKS,True,441.45,36883.09,,37324.53
2023,2023-03-31,AIRTEL PAYMENTS BANK LIMITED,PAYMENTS BANKS,False,,,,
2023,2023-03-31,FINO PAYMENTS BANK LIMITED,PAYMENTS BANKS,False,2.5,,,2.5
2023,2023-03-31,INDIA POST PAYMENTS BANK LIMITED,PAYMENTS BANKS,False,,,,
2023,2023-03-31,PAYTM PAYMENTS BANK LIMITED,PAYMENTS BANKS,False,,,,
2023,2023-03-31,PAYMENTS BANKS,PAYMENTS BANKS,True,2.5,,,2.5
2023,2023-03-31,ALL SCHEDULED COMMERCIAL BANKS,ALL SCHEDULED COMMERCIAL BANKS,True,185256.58,3291420.62,,3476677.2
2022,2022-03-31,BANK OF BARODA,PUBLIC SECTOR BANKS,False,4027.58,154136.55,,158164.13
2022,2022-03-31,BANK OF INDIA,PUBLIC SECTOR BANKS,False,3722.85,74497.96,,78220.81
2022,2022-03-31,BANK OF MAHARASHTRA,PUBLIC SECTOR BANKS,False,189.52,28078.83,,28268.35
2022,2022-03-31,CANARA BANK,PUBLIC SECTOR BANKS,False,3150.71,135380.83,,138531.54
2022,2022-03-31,CENTRAL BANK OF INDIA,PUBLIC SECTOR BANKS,False,1202.59,33305.57,,34508.16
2022,2022-03-31,INDIAN BANK,PUBLIC SECTOR BANKS,False,2658.12,74748.13,,77406.25
2022,2022-03-31,INDIAN OVERSEAS BANK,PUBLIC SECTOR BANKS,False,1352.1,28870.76,,30222.86
2022,2022-03-31,PUNJAB AND SIND BANK,PUBLIC SECTOR BANKS,False,405.35,11454.76,,11860.11
2022,2022-03-31,PUNJAB NATIONAL BANK,PUBLIC SECTOR BANKS,False,4314.2,159819.79,,164133.99
2022,2022-03-31,STATE BANK OF INDIA,PUBLIC SECTOR BANKS,False,22891.4,624993.35,,647884.75
2022,2022-03-31,UCO BANK,PUBLIC SECTOR BANKS,False,592.19,27626.49,,28218.68
2022,2022-03-31,UNION BANK OF INDIA,PUBLIC SECTOR BANKS,False,4063.48,135900.72,,139964.2
2022,2022-03-31,PUBLIC SECTOR BANKS,PUBLIC SECTOR BANKS,True,48570.09,1488813.74,,1537383.83
2022,2022-03-31,AXIS BANK LIMITED,PRIVATE SECTOR BANKS,False,16458.21,245054.78,,261512.99
2022,2022-03-31,BANDHAN BANK LIMITED,PRIVATE SECTOR BANKS,False,368.59,25579.38,,25947.97
2022,2022-03-31,CITY UNION BANK LIMITED,PRIVATE SECTOR BANKS,False,7.74,5311.32,,5319.06
2022,2022-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,False,53.59,1330.52,,1384.11
2022,2022-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,False,384.89,8993.96,,9378.84
2022,2022-03-31,DHANLAXMI BANK LIMITED,PRIVATE SECTOR BANKS,False,61.8,1373.18,,1434.98
2022,2022-03-31,FEDERAL BANK LTD,PRIVATE SECTOR BANKS,False,1541.1,40467.91,,42009.01
2022,2022-03-31,HDFC BANK LTD.,PRIVATE SECTOR BANKS,False,33468.02,169858.57,,203326.59
2022,2022-03-31,ICICI BANK LIMITED,PRIVATE SECTOR BANKS,False,20450.13,380358.3,,400808.43
2022,2022-03-31,IDBI BANK LIMITED,PRIVATE SECTOR BANKS,False,775.0,64729.0,,65504.0
2022,2022-03-31,IDFC FIRST BANK LIMITED,PRIVATE SECTOR BANKS,False,2555.42,18681.37,,21236.79
2022,2022-03-31,INDUSIND BANK LTD,PRIVATE SECTOR BANKS,False,6880.09,41284.51,,48164.6
2022,2022-03-31,JAMMU & KASHMIR BANK LTD,PRIVATE SECTOR BANKS,False,92.97,14208.58,,14301.55
2022,2022-03-31,KARNATAKA BANK LTD,PRIVATE SECTOR BANKS,False,137.9,15266.96,,15404.86
2022,2022-03-31,KARUR VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,201.3,10041.62,,10242.92
2022,2022-03-31,KOTAK MAHINDRA BANK LTD.,PRIVATE SECTOR BANKS,False,7094.74,64818.31,,71913.05
2022,2022-03-31,NAINITAL BANK LTD,PRIVATE SECTOR BANKS,False,,920.77,,920.77
2022,2022-03-31,RBL BANK LTD,PRIVATE SECTOR BANKS,False,1247.25,7789.96,,9037.21
2022,2022-03-31,SOUTH INDIAN BANK LTD,PRIVATE SECTOR BANKS,False,34.59,6050.26,,6084.85
2022,2022-03-31,TAMILNAD MERCANTILE BANK LTD,PRIVATE SECTOR BANKS,False,37.27,4488.75,,4526.02
2022,2022-03-31,YES BANK LTD.,PRIVATE SECTOR BANKS,False,4363.22,35072.75,,39435.97
2022,2022-03-31,PRIVATE SECTOR BANKS,PRIVATE SECTOR BANKS,True,96213.82,1161680.76,,1257894.58
2022,2022-03-31,AB BANK LIMITED,FOREIGN BANKS,False,,,,
2022,2022-03-31,ABU DHABI COMMERCIAL BANK PJSC,FOREIGN BANKS,False,,,,
2022,2022-03-31,AMERICAN EXPRESS BANKING CORP.,FOREIGN BANKS,False,16.25,10.1,,26.35
2022,2022-03-31,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,FOREIGN BANKS,False,,67.37,,67.37
2022,2022-03-31,"BANK OF AMERICA , NATIONAL ASSOCIATION",FOREIGN BANKS,False,50.0,,,50.0
2022,2022-03-31,BANK OF BAHRAIN & KUWAIT B.S.C.,FOREIGN BANKS,False,0.0,32.07,,32.07
2022,2022-03-31,BANK OF CEYLON,FOREIGN BANKS,False,,94.94,,94.94
2022,2022-03-31,BANK OF CHINA LIMITED,FOREIGN BANKS,False,,,,
2022,2022-03-31,BANK OF NOVA SCOTIA,FOREIGN BANKS,False,,200.0,,200.0
2022,2022-03-31,BARCLAYS BANK PLC,FOREIGN BANKS,False,1085.14,3017.81,,4102.95
2022,2022-03-31,BNP PARIBAS,FOREIGN BANKS,False,26.73,727.11,,753.84
2022,2022-03-31,CITIBANK N.A,FOREIGN BANKS,False,1165.56,16122.62,,17288.18
2022,2022-03-31,COOPERATIEVE RABOBANK U.A.,FOREIGN BANKS,False,,,,
2022,2022-03-31,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,FOREIGN BANKS,False,,58.54,,58.54
2022,2022-03-31,CREDIT SUISSE AG,FOREIGN BANKS,False,9.95,,,9.95
2022,2022-03-31,"CTBC BANK CO., LTD.",FOREIGN BANKS,False,,34.69,,34.69
2022,2022-03-31,DBS BANK INDIA LIMITED,FOREIGN BANKS,False,72.65,8873.41,,8946.05
2022,2022-03-31,DEUTSCHE BANK AG,FOREIGN BANKS,False,1008.87,24327.2,,25336.07
2022,2022-03-31,DOHA BANK Q.P.S.C.,FOREIGN BANKS,False,0.24,102.85,,103.09
2022,2022-03-31,EMIRATES NBD BANK (P.J.S.C.),FOREIGN BANKS,False,,170.0,,170.0
2022,2022-03-31,FIRST ABU DHABI BANK PJSC,FOREIGN BANKS,False,,495.46,,495.46
2022,2022-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,False,,,,
2022,2022-03-31,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,FOREIGN BANKS,False,1225.96,38325.49,,39551.45
2022,2022-03-31,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FOREIGN BANKS,False,,,,
2022,2022-03-31,INDUSTRIAL BANK OF KOREA,FOREIGN BANKS,False,,,,
2022,2022-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,False,1.92,1357.44,,1359.36
2022,2022-03-31,JSC VTB BANK,FOREIGN BANKS,False,,,,
2022,2022-03-31,KEB HANA BANK,FOREIGN BANKS,False,,222.0,,222.0
2022,2022-03-31,KOOKMIN BANK,FOREIGN BANKS,False,,,,
2022,2022-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,False,,,,
2022,2022-03-31,MASHREQ BANK PSC,FOREIGN BANKS,False,,75.0,,75.0
2022,2022-03-31,MIZUHO BANK LTD,FOREIGN BANKS,False,,473.58,,473.58
2022,2022-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,False,385.8,927.75,,1313.55
2022,2022-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,False,,,,
2022,2022-03-31,QATAR NATIONAL BANK (Q.P.S.C),FOREIGN BANKS,False,,18.0,,18.0
2022,2022-03-31,SBERBANK,FOREIGN BANKS,False,,,,
2022,2022-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,False,150.5,845.77,,996.27
2022,2022-03-31,SHINHAN BANK,FOREIGN BANKS,False,,1429.32,,1429.32
2022,2022-03-31,SOCIETE GENERALE,FOREIGN BANKS,False,50.0,86.13,,136.13
2022,2022-03-31,SONALI BANK,FOREIGN BANKS,False,,,,
2022,2022-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,False,3599.53,39465.61,,43065.14
2022,2022-03-31,SUMITOMO MITSUI BANKING CORPORATION,FOREIGN BANKS,False,230.0,4299.27,,4529.27
2022,2022-03-31,THE ROYAL BANK OF SCOTLAND N.V.,FOREIGN BANKS,False,,,,
2022,2022-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,False,,75.0,,75.0
2022,2022-03-31,WOORI BANK,FOREIGN BANKS,False,,204.75,,204.75
2022,2022-03-31,FOREIGN BANKS,FOREIGN BANKS,True,9079.11,142139.29,,151218.4
2022,2022-03-31,AU SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,269.28,5913.83,,6183.11
2022,2022-03-31,CAPITAL SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,1.54,1172.3,,1173.84
2022,2022-03-31,EQUITAS SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,34.43,9622.53,,9656.96
2022,2022-03-31,ESAF SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,17.69,156.95,,174.64
2022,2022-03-31,FINCARE SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,,,
2022,2022-03-31,JANA SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,1753.21,,1753.21
2022,2022-03-31,NORTH EAST SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,0.28,,0.28
2022,2022-03-31,SHIVALIK SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,141.87,,141.87
2022,2022-03-31,SURYODAY SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,359.32,,359.32
2022,2022-03-31,UJJIVAN SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,0.1,4391.23,,4391.34
2022,2022-03-31,UTKARSH SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,1201.02,,1201.02
2022,2022-03-31,SMALL FINANCE BANKS,SMALL FINANCE BANKS,True,323.03,24712.55,,25035.58
2022,2022-03-31,AIRTEL PAYMENTS BANK LIMITED,PAYMENTS BANKS,False,,,,
2022,2022-03-31,FINO PAYMENTS BANK LIMITED,PAYMENTS BANKS,False,,,,
2022,2022-03-31,INDIA POST PAYMENTS BANK LIMITED,PAYMENTS BANKS,False,,,,
2022,2022-03-31,PAYTM PAYMENTS BANK LIMITED,PAYMENTS BANKS,False,,,,
2022,2022-03-31,PAYMENTS BANKS,PAYMENTS BANKS,True,,,,
2022,2022-03-31,ALL SCHEDULED COMMERCIAL BANKS,ALL SCHEDULED COMMERCIAL BANKS,True,154186.05,2817346.33,,2971532.38
2021,2021-03-31,BANK OF BARODA,PUBLIC SECTOR BANKS,False,3807.89,139642.54,,143450.43
2021,2021-03-31,BANK OF INDIA,PUBLIC SECTOR BANKS,False,2800.01,80232.93,,83032.94
2021,2021-03-31,BANK OF MAHARASHTRA,PUBLIC SECTOR BANKS,False,191.23,22464.65,,22655.88
2021,2021-03-31,CANARA BANK,PUBLIC SECTOR BANKS,False,3357.76,118078.04,,121435.8
2021,2021-03-31,CENTRAL BANK OF INDIA,PUBLIC SECTOR BANKS,False,1154.63,18421.33,,19575.96
2021,2021-03-31,INDIAN BANK,PUBLIC SECTOR BANKS,False,2249.29,71262.12,,73511.41
2021,2021-03-31,INDIAN OVERSEAS BANK,PUBLIC SECTOR BANKS,False,1361.16,25221.0,,26582.16
2021,2021-03-31,PUNJAB AND SIND BANK,PUBLIC SECTOR BANKS,False,362.16,12127.42,,12489.58
2021,2021-03-31,PUNJAB NATIONAL BANK,PUBLIC SECTOR BANKS,False,7526.27,160286.3,,167812.57
2021,2021-03-31,STATE BANK OF INDIA,PUBLIC SECTOR BANKS,False,11368.13,576227.23,,587595.36
2021,2021-03-31,UCO BANK,PUBLIC SECTOR BANKS,False,256.29,23913.23,,24169.52
2021,2021-03-31,UNION BANK OF INDIA,PUBLIC SECTOR BANKS,False,4507.8,127937.95,,132445.75
2021,2021-03-31,PUBLIC SECTOR BANKS,PUBLIC SECTOR BANKS,True,38942.62,1375814.74,,1414757.36
2021,2021-03-31,AXIS BANK LIMITED,PRIVATE SECTOR BANKS,False,13341.53,207007.45,,220348.98
2021,2021-03-31,BANDHAN BANK LIMITED,PRIVATE SECTOR BANKS,False,354.8,21726.76,,22081.56
2021,2021-03-31,CITY UNION BANK LIMITED,PRIVATE SECTOR BANKS,False,7.88,4682.22,,4690.1
2021,2021-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,False,44.94,1467.2,,1512.14
2021,2021-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,False,298.73,7192.38,,7491.12
2021,2021-03-31,DHANLAXMI BANK LIMITED,PRIVATE SECTOR BANKS,False,51.28,1124.14,,1175.42
2021,2021-03-31,FEDERAL BANK LTD,PRIVATE SECTOR BANKS,False,1008.37,35699.02,,36707.39
2021,2021-03-31,HDFC BANK LTD.,PRIVATE SECTOR BANKS,False,26013.5,147453.23,,173466.73
2021,2021-03-31,ICICI BANK LIMITED,PRIVATE SECTOR BANKS,False,19450.97,322301.61,,341752.59
2021,2021-03-31,IDBI BANK LIMITED,PRIVATE SECTOR BANKS,False,818.0,61355.06,,62173.06
2021,2021-03-31,IDFC FIRST BANK LIMITED,PRIVATE SECTOR BANKS,False,2202.54,14011.11,,16213.65
2021,2021-03-31,INDUSIND BANK LTD,PRIVATE SECTOR BANKS,False,6669.37,40415.27,,47084.64
2021,2021-03-31,JAMMU & KASHMIR BANK LTD,PRIVATE SECTOR BANKS,False,78.17,13285.26,,13363.43
2021,2021-03-31,KARNATAKA BANK LTD,PRIVATE SECTOR BANKS,False,115.06,14574.52,,14689.58
2021,2021-03-31,KARUR VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,163.11,9504.46,,9667.57
2021,2021-03-31,KOTAK MAHINDRA BANK LTD.,PRIVATE SECTOR BANKS,False,5817.81,46298.24,,52116.05
2021,2021-03-31,NAINITAL BANK LTD,PRIVATE SECTOR BANKS,False,,907.75,,907.75
2021,2021-03-31,RBL BANK LTD,PRIVATE SECTOR BANKS,False,984.41,5936.6,,6921.01
2021,2021-03-31,SOUTH INDIAN BANK LTD,PRIVATE SECTOR BANKS,False,52.9,6062.52,,6115.42
2021,2021-03-31,TAMILNAD MERCANTILE BANK LTD,PRIVATE SECTOR BANKS,False,44.2,4059.98,,4104.18
2021,2021-03-31,YES BANK LTD.,PRIVATE SECTOR BANKS,False,3634.22,35173.48,,38807.7
2021,2021-03-31,PRIVATE SECTOR BANKS,PRIVATE SECTOR BANKS,True,81151.79,1000238.27,,1081390.06
2021,2021-03-31,AB BANK LIMITED,FOREIGN BANKS,False,,,,
2021,2021-03-31,ABU DHABI COMMERCIAL BANK PJSC,FOREIGN BANKS,False,,,,
2021,2021-03-31,AMERICAN EXPRESS BANKING CORP.,FOREIGN BANKS,False,2.08,2.35,,4.43
2021,2021-03-31,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,FOREIGN BANKS,False,,41.5,,41.5
2021,2021-03-31,"BANK OF AMERICA , NATIONAL ASSOCIATION",FOREIGN BANKS,False,,,,
2021,2021-03-31,BANK OF BAHRAIN & KUWAIT B.S.C.,FOREIGN BANKS,False,0.01,17.04,,17.05
2021,2021-03-31,BANK OF CEYLON,FOREIGN BANKS,False,,77.94,,77.94
2021,2021-03-31,BANK OF CHINA LIMITED,FOREIGN BANKS,False,,,,
2021,2021-03-31,BANK OF NOVA SCOTIA,FOREIGN BANKS,False,,200.0,,200.0
2021,2021-03-31,BARCLAYS BANK PLC,FOREIGN BANKS,False,575.39,2645.2,,3220.58
2021,2021-03-31,BNP PARIBAS,FOREIGN BANKS,False,25.36,523.9,,549.26
2021,2021-03-31,CITIBANK N.A,FOREIGN BANKS,False,1368.88,16929.06,,18297.94
2021,2021-03-31,COOPERATIEVE RABOBANK U.A.,FOREIGN BANKS,False,,,,
2021,2021-03-31,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,FOREIGN BANKS,False,,147.37,,147.37
2021,2021-03-31,CREDIT SUISSE AG,FOREIGN BANKS,False,,249.5,,249.5
2021,2021-03-31,"CTBC BANK CO., LTD.",FOREIGN BANKS,False,,65.32,,65.32
2021,2021-03-31,DBS BANK INDIA LIMITED,FOREIGN BANKS,False,83.49,8006.3,,8089.79
2021,2021-03-31,DEUTSCHE BANK AG,FOREIGN BANKS,False,937.83,20830.24,,21768.07
2021,2021-03-31,DOHA BANK Q.P.S.C.,FOREIGN BANKS,False,0.65,88.92,,89.57
2021,2021-03-31,EMIRATES NBD BANK (P.J.S.C.),FOREIGN BANKS,False,,170.0,,170.0
2021,2021-03-31,FIRST ABU DHABI BANK PJSC,FOREIGN BANKS,False,,551.17,,551.17
2021,2021-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,False,,25.0,,25.0
2021,2021-03-31,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,FOREIGN BANKS,False,2516.38,31587.21,,34103.58
2021,2021-03-31,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FOREIGN BANKS,False,,,,
2021,2021-03-31,INDUSTRIAL BANK OF KOREA,FOREIGN BANKS,False,,,,
2021,2021-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,False,,1415.54,,1415.54
2021,2021-03-31,JSC VTB BANK,FOREIGN BANKS,False,,,,
2021,2021-03-31,KEB HANA BANK,FOREIGN BANKS,False,,230.0,,230.0
2021,2021-03-31,KOOKMIN BANK,FOREIGN BANKS,False,,,,
2021,2021-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,False,,,,
2021,2021-03-31,MASHREQ BANK PSC,FOREIGN BANKS,False,,75.0,,75.0
2021,2021-03-31,MIZUHO BANK LTD,FOREIGN BANKS,False,,175.44,,175.44
2021,2021-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,False,,969.11,,969.11
2021,2021-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,False,,,,
2021,2021-03-31,QATAR NATIONAL BANK (Q.P.S.C),FOREIGN BANKS,False,,,,
2021,2021-03-31,SBERBANK,FOREIGN BANKS,False,,,,
2021,2021-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,False,178.71,504.49,,683.19
2021,2021-03-31,SHINHAN BANK,FOREIGN BANKS,False,,1234.12,,1234.12
2021,2021-03-31,SOCIETE GENERALE,FOREIGN BANKS,False,50.0,86.13,,136.13
2021,2021-03-31,SONALI BANK,FOREIGN BANKS,False,,,,
2021,2021-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,False,5002.74,40074.61,,45077.35
2021,2021-03-31,SUMITOMO MITSUI BANKING CORPORATION,FOREIGN BANKS,False,200.0,3699.45,,3899.45
2021,2021-03-31,THE ROYAL BANK OF SCOTLAND N.V.,FOREIGN BANKS,False,,,,
2021,2021-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,False,,145.0,,145.0
2021,2021-03-31,WOORI BANK,FOREIGN BANKS,False,,172.02,,172.02
2021,2021-03-31,FOREIGN BANKS,FOREIGN BANKS,True,10941.5,130938.92,,141880.42
2021,2021-03-31,AU SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,91.86,3448.81,,3540.67
2021,2021-03-31,CAPITAL SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,1.54,820.97,,822.51
2021,2021-03-31,EQUITAS SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,0.26,8255.39,,8255.65
2021,2021-03-31,ESAF SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,18.72,124.45,,143.17
2021,2021-03-31,FINCARE SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,,,
2021,2021-03-31,JANA SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,1457.75,,1457.75
2021,2021-03-31,NORTH EAST SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,0.1,,0.1
2021,2021-03-31,SURYODAY SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,324.58,,324.58
2021,2021-03-31,UJJIVAN SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,0.1,3474.67,,3474.77
2021,2021-03-31,UTKARSH SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,692.49,,692.49
2021,2021-03-31,SMALL FINANCE BANKS,SMALL FINANCE BANKS,True,112.48,18599.22,,18711.69
2021,2021-03-31,FINO PAYMENTS BANK LIMITED,PAYMENTS BANKS,False,,,,
2021,2021-03-31,INDIA POST PAYMENTS BANK LIMITED,PAYMENTS BANKS,False,,,,
2021,2021-03-31,PAYMENTS BANKS,PAYMENTS BANKS,True,,,,
2021,2021-03-31,ALL SCHEDULED COMMERCIAL BANKS,ALL SCHEDULED COMMERCIAL BANKS,True,131148.39,2525591.14,,2656739.53
2020,2020-03-31,ALLAHABAD BANK,PUBLIC SECTOR BANKS,False,1026.3,28873.3,,29899.6
2020,2020-03-31,ANDHRA BANK,PUBLIC SECTOR BANKS,False,576.21,30834.82,,31411.03
2020,2020-03-31,BANK OF BARODA,PUBLIC SECTOR BANKS,False,4805.35,138561.04,,143366.39
2020,2020-03-31,BANK OF INDIA,PUBLIC SECTOR BANKS,False,2396.65,75812.55,,78209.2
2020,2020-03-31,BANK OF MAHARASHTRA,PUBLIC SECTOR BANKS,False,221.87,20717.7,,20939.57
2020,2020-03-31,CANARA BANK,PUBLIC SECTOR BANKS,False,3081.05,73521.47,,76602.52
2020,2020-03-31,CENTRAL BANK OF INDIA,PUBLIC SECTOR BANKS,False,1072.76,15902.35,,16975.11
2020,2020-03-31,CORPORATION BANK,PUBLIC SECTOR BANKS,False,1168.29,28574.66,,29742.95
2020,2020-03-31,INDIAN BANK,PUBLIC SECTOR BANKS,False,575.45,37102.56,,37678.01
2020,2020-03-31,INDIAN OVERSEAS BANK,PUBLIC SECTOR BANKS,False,1209.36,30171.38,,31380.74
2020,2020-03-31,ORIENTAL BANK OF COMMERCE,PUBLIC SECTOR BANKS,False,1230.36,30328.98,,31559.34
2020,2020-03-31,PUNJAB AND SIND BANK,PUBLIC SECTOR BANKS,False,365.23,13277.6,,13642.83
2020,2020-03-31,PUNJAB NATIONAL BANK,PUBLIC SECTOR BANKS,False,8017.29,117902.61,,125919.9
2020,2020-03-31,STATE BANK OF INDIA,PUBLIC SECTOR BANKS,False,13003.16,506993.2,,519996.36
2020,2020-03-31,SYNDICATE BANK,PUBLIC SECTOR BANKS,False,372.19,44950.34,,45322.53
2020,2020-03-31,UCO BANK,PUBLIC SECTOR BANKS,False,280.1,23319.25,,23599.35
2020,2020-03-31,UNION BANK OF INDIA,PUBLIC SECTOR BANKS,False,3071.37,56163.5,,59234.87
2020,2020-03-31,UNITED BANK OF INDIA,PUBLIC SECTOR BANKS,False,182.85,18042.3,,18225.15
2020,2020-03-31,PUBLIC SECTOR BANKS,PUBLIC SECTOR BANKS,True,42655.84,1291049.61,,1333705.45
2020,2020-03-31,AXIS BANK LIMITED,PRIVATE SECTOR BANKS,False,10173.85,180518.32,,190692.17
