,,,,,,,,,
,,AIRTEL PAYMENTS BANK LIMITED,-,-,-,-,-,-,-
,,FINO PAYMENTS BANK LIMITED,-,-,-,-,-,-,-
,,INDIA POST PAYMENTS BANK LIMITED,-,-,-,-,-,-,-
,,PAYTM PAYMENTS BANK LIMITED,-,-,-,-,-,-,-
,,PAYMENTS BANKS,-,-,-,-,-,-,-
,2022,BANK OF BARODA,"66,670.99","14,255.33","8,448.15","18,418.77","54,059.40","21,799.88","13,364.65"
,,BANK OF INDIA,"56,534.94","8,834.65","9,440.26","10,323.94","45,605.39","12,494.24","9,851.93"
,,BANK OF MAHARASHTRA,"7,779.68","2,182.36","1,517.27","3,117.56","5,327.21","2,544.32","1,276.57"
,,CANARA BANK,"60,288.00","13,890.00","10,104.00","8,422.00","55,652.00","24,442.00","18,668.00"
,,CENTRAL BANK OF INDIA,"29,276.96","4,717.93","4,603.17","1,235.50","28,156.22","9,036.45","6,675.17"
,,INDIAN BANK,"38,455.35","10,164.66","5,059.19","8,346.57","35,214.25","12,271.13","8,848.64"
,,INDIAN OVERSEAS BANK,"16,323.18","5,030.84","2,341.40","3,714.00","15,298.62","4,577.59","3,824.63"
,,PUNJAB AND SIND BANK,"9,334.00","2,064.63","1,700.27","1,133.54","8,564.82","2,461.95","1,742.27"
,,PUNJAB NATIONAL BANK,"104,423.42","24,743.67","14,719.91","21,999.14","92,448.04","38,575.70","34,908.73"
,,STATE BANK OF INDIA,"126,389.02","25,021.23","19,720.66","19,666.22","112,023.37","36,809.72","27,965.71"
,,UCO BANK,"11,351.97","6,122.62","3,385.93","3,851.23","10,237.43","4,389.50","3,315.78"
,,UNION BANK OF INDIA,"89,788.20","22,877.39","13,594.09","19,484.43","79,587.07","27,280.52","24,303.30"
,,PUBLIC SECTOR BANKS,"616,615.71","139,905.31","94,634.30","119,712.90","542,173.82","196,683.00","154,745.38"
,,AXIS BANK LIMITED,"22,681.69","18,915.68","13,906.13","9,125.61","18,565.63","6,584.59","4,745.30"
,,BANDHAN BANK LIMITED,"5,757.76","9,430.27","5,561.17","3,246.86","6,380.00","2,861.03","1,564.23"
,,CITY UNION BANK LIMITED,"1,893.19","1,275.68",606.27,629.42,"1,933.18","1,075.19","1,191.10"
,,CSB BANK LIMITED,393.49,118.71,127.73,94.96,289.51,168.81,106.99
,,DCB BANK LIMITED,"1,083.44","1,771.91","1,476.97",88.45,"1,289.93",594.15,573.23
,,DHANLAXMI BANK LIMITED,657.21,365.62,406.48,82.82,533.54,322.92,232.16
,,FEDERAL BANK LTD,"4,602.39","1,880.81","1,534.75",811.71,"4,136.74","1,569.28","1,392.62"
,,HDFC BANK LTD.,"15,086.00","26,861.43","16,376.60","9,429.87","16,140.96","4,554.82","4,407.68"
,,ICICI BANK LIMITED,"40,841.42","19,291.02","16,689.72","10,147.79","33,294.92","9,117.66","6,931.05"
,,IDBI BANK LIMITED,"36,212.00","5,866.00","5,074.00","2,889.00","34,115.00","2,519.38","1,861.38"
,,IDFC FIRST BANK LIMITED,"4,303.01","7,551.88","3,184.17","4,201.56","4,469.15","1,883.28","1,808.06"
,,INDUSIND BANK LTD,"5,794.99","10,102.87","5,995.60","4,385.11","5,517.15","1,476.56","1,529.83"
,,JAMMU & KASHMIR BANK LTD,"6,954.75","3,130.87","2,801.68",763.40,"6,520.54","1,969.33","1,750.10"
,,KARNATAKA BANK LTD,"2,588.41","1,552.86","1,215.40",675.06,"2,250.82","1,645.05","1,376.97"
,,KARUR VYSYA BANK LTD,"4,142.87",842.73,675.89,878.67,"3,431.04","1,719.39","1,260.79"
,,KOTAK MAHINDRA BANK LTD.,"7,425.51","4,316.13","4,042.31","1,229.59","6,469.74","2,705.17","1,736.71"
,,NAINITAL BANK LTD,650.67,129.97,152.82,119.87,507.95,206.93,163.61
,,RBL BANK LTD,"2,601.53","3,943.44","1,522.74","2,293.84","2,728.39","1,241.35",806.56
,,SOUTH INDIAN BANK LTD,"4,143.24","2,159.23","1,952.74",701.64,"3,648.09","2,734.52","1,777.77"
,,TAMILNAD MERCANTILE BANK LTD,"1,084.78",518.16,711.13,320.89,570.92,613.82,317.58
,,YES BANK LTD.,"28,609.53","5,795.39","5,458.03",970.91,"27,975.98","9,813.36","8,204.53"
,,PRIVATE SECTOR BANKS,"197,507.88","125,820.67","89,472.33","53,087.03","180,769.18","55,376.59","43,738.24"
,,AB BANK LIMITED,-,-,-,-,-,-,-
,,ABU DHABI COMMERCIAL BANK PJSC,-,-,-,-,-,-,-
,,AMERICAN EXPRESS BANKING CORP.,253.31,686.70,497.50,215.15,227.35,40.76,20.49
,,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,25.00,-,-,-,25.00,-,-
,,"BANK OF AMERICA , NATIONAL ASSOCIATION",-,-,-,-,-,-,-
,,BANK OF BAHRAIN & KUWAIT B.S.C.,14.16,16.74,4.55,8.88,17.46,2.01,13.82
,,BANK OF CEYLON,33.40,22.54,2.33,-,53.61,24.44,20.85
,,BANK OF CHINA LIMITED,-,-,-,-,-,-,-
,,BANK OF NOVA SCOTIA,63.52,-,-,-,63.52,-,-
,,BARCLAYS BANK PLC,268.22,56.69,50.57,163.12,111.22,30.34,-
,,BNP PARIBAS,6.90,-,-,0.78,6.12,-,-
,,CITIBANK N.A,990.94,954.05,610.47,575.91,758.60,446.93,275.33
,,COOPERATIEVE RABOBANK U.A.,372.27,27.52,74.48,174.84,150.47,251.94,65.90
,,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,2.93,-,-,-,2.93,-,-
,,CREDIT SUISSE AG,-,-,-,-,-,-,-
,,"CTBC BANK CO., LTD.",1.77,-,0.29,-,1.48,-,-
,,DBS BANK INDIA LIMITED,"5,333.16",620.03,"1,419.38",-,"4,533.80","1,045.48",707.98
,,DEUTSCHE BANK AG,"1,456.62","3,046.17","1,558.64",212.54,"2,731.60",453.39,"1,304.56"
,,DOHA BANK Q.P.S.C.,26.50,-,-,-,26.50,13.92,8.81
,,EMIRATES NBD BANK (P.J.S.C.),-,-,-,-,-,-,-
,,FIRST ABU DHABI BANK PJSC,-,-,-,-,-,-,-
,,FIRSTRAND BANK LTD,28.00,-,-,28.00,-,-,-
,,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,912.60,438.01,472.61,234.21,643.80,290.23,150.10
,,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,-,-,-,-,-,-,-
,,INDUSTRIAL BANK OF KOREA,-,-,-,-,-,-,-
,,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,-,-,-,-,-,-,-
,,JSC VTB BANK,-,-,-,-,-,-,-
,,KEB HANA BANK,40.41,-,-,-,40.41,16.53,11.81
,,KOOKMIN BANK,-,-,-,-,-,-,-
,,KRUNG THAI BANK PUBLIC COMPANY LIMITED,-,-,-,-,-,-,-
,,MASHREQ BANK PSC,-,-,-,-,-,-,-
,,MIZUHO BANK LTD,6.34,-,-,-,6.34,-,-
,,"MUFG BANK, LTD.",-,-,-,-,-,-,-
,,PT BANK MAYBANK INDONESIA TBK,17.78,-,-,17.78,-,-,-
,,QATAR NATIONAL BANK (Q.P.S.C),50.00,3.15,-,-,53.15,-,-
,,SBERBANK,91.63,-,0.28,50.01,41.35,-,-
,,SBM BANK (INDIA) LIMITED,88.43,29.29,5.67,18.81,93.24,28.75,17.13
,,SHINHAN BANK,128.25,41.23,15.81,-,153.67,23.96,28.03
,,SOCIETE GENERALE,78.92,-,-,-,78.92,-,-
,,SONALI BANK,4.29,-,-,-,4.29,0.63,-
,,STANDARD CHARTERED BANK,"4,673.73","2,380.61","1,843.15","1,324.84","3,886.35",531.96,397.91
,,SUMITOMO MITSUI BANKING CORPORATION,-,-,-,-,-,-,-
,,THE ROYAL BANK OF SCOTLAND N.V.,-,-,-,-,-,-,-
,,UNITED OVERSEAS BANK LTD,75.00,-,-,-,75.00,-,-
,,WOORI BANK,-,-,-,-,-,-,-
,,FOREIGN BANKS,"15,044.08","8,322.71","6,555.74","3,024.87","13,786.18","3,201.25","3,022.72"
,,AU SMALL FINANCE BANK LIMITED,"1,502.83","1,442.12","1,832.96",187.62,924.38,755.45,271.85
,,CAPITAL SMALL FINANCE BANK LIMITED,78.24,78.11,39.16,0.07,117.13,42.14,63.23
,,EQUITAS SMALL FINANCE BANK LIMITED,642.78,"1,389.33",834.47,360.46,837.18,266.17,479.47
,,ESAF SMALL FINANCE BANK LIMITED,564.00,642.46,182.40,74.46,949.60,316.58,455.96
,,FINCARE SMALL FINANCE BANK LIMITED,353.58,"1,098.46",509.31,369.51,573.22,148.41,249.83
,,JANA SMALL FINANCE BANK LIMITED,857.98,"1,304.24",819.99,585.33,756.90,618.68,513.26
,,NORTH EAST SMALL FINANCE BANK LIMITED,191.66,97.44,18.57,80.61,189.92,112.45,57.44
,,SHIVALIK SMALL FINANCE BANK LIMITED,-,49.44,16.93,0.01,32.51,-,14.77
,,SURYODAY SMALL FINANCE BANK LIMITED,393.68,537.26,101.79,231.73,597.42,188.12,283.37
,,UJJIVAN SMALL FINANCE BANK LIMITED,"1,070.60","2,088.35","1,086.29",788.58,"1,284.08",424.58,99.60
,,UTKARSH SMALL FINANCE BANK LIMITED,315.29,656.43,101.57,221.99,648.16,108.82,235.80
,,SMALL FINANCE BANKS,"5,970.65","9,383.64","5,543.43","2,900.35","6,910.50","2,981.41","2,724.56"
,,AIRTEL PAYMENTS BANK LIMITED,-,-,-,-,-,-,-
,,FINO PAYMENTS BANK LIMITED,-,-,-,-,-,-,-
,,INDIA POST PAYMENTS BANK LIMITED,-,-,-,-,-,-,-
,,PAYTM PAYMENTS BANK LIMITED,-,-,-,-,-,-,-
,,PAYMENTS BANKS,-,-,-,-,-,-,-
,2021,BANK OF BARODA,"69,381.43","20,005.12","7,290.06","15,425.51","66,670.98","21,576.59","21,799.89"
,,BANK OF INDIA,"61,549.93","8,540.03","4,823.56","8,731.46","56,534.94","14,320.10","12,262.02"
,,BANK OF MAHARASHTRA,"12,152.15","2,202.39","1,643.72","4,931.14","7,779.68","4,145.38","2,544.32"
,,CANARA BANK*,"61,127.00","17,885.00","9,592.00","9,132.00","60,288.00","26,755.00","24,442.00"
,,CENTRAL BANK OF INDIA,"32,589.08","6,448.53","3,768.21","5,992.44","29,276.96","11,534.46","9,036.45"
,,INDIAN BANK*,"41,997.71","9,429.55","4,600.56","8,371.35","38,455.35","14,272.33","12,271.13"
,,INDIAN OVERSEAS BANK,"19,912.70","3,175.35","2,146.66","4,618.21","16,323.18","6,602.80","4,577.59"
,,PUNJAB AND SIND BANK,"8,874.57","1,556.71","1,026.71",70.57,"9,334.00","4,684.15","2,461.95"
,,PUNJAB NATIONAL BANK*,"73,478.76","60,626.21","13,804.57","15,876.98","104,423.42","27,218.90","38,575.70"
,,STATE BANK OF INDIA,"149,091.85","28,563.45","16,864.08","34,402.20","126,389.02","51,871.30","36,809.72"
,,UCO BANK,"19,281.95","3,102.06","1,621.65","9,410.39","11,351.97","5,510.66","4,389.51"
,,UNION BANK OF INDIA*,"97,192.54","17,442.68","7,864.37","16,982.65","89,788.20","31,324.63","27,280.52"
,,PUBLIC SECTOR BANKS,"646,629.67","178,977.08","75,046.15","133,944.90","616,615.70","219,816.30","196,450.80"
,,AXIS BANK LIMITED,"26,604.10","16,109.99","8,015.37","12,017.03","22,681.69","9,251.99","6,584.59"
,,BANDHAN BANK LIMITED,992.78,"6,887.84",84.51,"2,038.35","5,757.76",389.40,"2,861.03"
,,CITY UNION BANK LIMITED,"1,413.40","1,113.05",221.39,411.87,"1,893.19",778.49,"1,075.19"
,,CSB BANK LIMITED,409.43,192.12,81.28,126.78,393.49,216.94,168.81
,,DCB BANK LIMITED,631.51,686.16,107.92,126.32,"1,083.44",293.51,594.15
,,DHANLAXMI BANK LIMITED,401.22,391.24,121.51,13.74,657.21,100.94,322.92
,,FEDERAL BANK LTD,"3,530.83","1,921.90",452.83,397.51,"4,602.39","1,607.17","1,569.28"
,,HDFC BANK LTD.,"12,649.97","16,040.01","4,314.90","9,289.08","15,086.00","3,542.36","4,554.82"
,,ICICI BANK LIMITED,"40,829.09","16,048.22","6,529.27","9,506.63","40,841.42","9,923.24","9,117.66"
,,IDBI BANK LIMITED,"47,272.00","2,631.66","5,300.28","8,391.75","36,211.63","5,439.49","2,519.38"
,,IDFC FIRST BANK LIMITED,"2,279.56","5,626.76",931.32,"2,671.99","4,303.01",808.57,"1,883.28"
,,INDUSIND BANK LTD,"5,146.74","7,664.07","2,960.54","4,055.29","5,794.99","1,886.58","1,476.56"
,,JAMMU & KASHMIR BANK LTD,"7,671.62","1,106.89",607.32,"1,216.44","6,954.75","2,243.82","1,969.33"
,,KARNATAKA BANK LTD,"2,799.93","1,346.37",404.49,"1,153.40","2,588.41","1,755.68","1,645.05"
,,KARUR VYSYA BANK LTD,"4,212.77",959.35,410.31,618.94,"4,142.87","1,808.65","1,719.39"
,,KOTAK MAHINDRA BANK LTD.,"5,026.89","5,488.32","2,461.66",628.04,"7,425.51","1,557.89","2,705.17"
,,NAINITAL BANK LTD,536.03,176.94,62.30,-,650.67,184.14,206.93
,,RBL BANK LTD,"2,136.52","3,147.83","1,007.80","1,675.02","2,601.53","1,189.37","1,241.35"
,,SOUTH INDIAN BANK LTD,"3,261.77","2,339.99",323.84,"1,134.68","4,143.24","2,150.78","2,734.52"
,,TAMILNAD MERCANTILE BANK LTD,"1,020.98",574.96,118.57,392.59,"1,084.78",497.47,613.82
,,YES BANK LTD.,"32,877.59","12,034.79","4,062.70","12,240.14","28,609.53","8,623.78","9,813.36"
,,PRIVATE SECTOR BANKS,"201,704.75","102,488.45","38,580.10","68,105.59","197,507.51","54,250.26","55,376.59"
,,AB BANK LIMITED,-,-,-,-,-,-,-
,,ABU DHABI COMMERCIAL BANK PJSC,-,-,-,-,-,-,-
,,AMERICAN EXPRESS BANKING CORP.,80.12,404.98,104.78,127.01,253.31,36.86,40.76
,,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,25.00,-,-,-,25.00,-,-
,,"BANK OF AMERICA , NATIONAL ASSOCIATION",-,-,-,-,-,-,-
,,BANK OF BAHRAIN & KUWAIT B.S.C.,78.65,3.00,6.24,61.25,14.16,6.58,2.01
,,BANK OF CEYLON,20.13,14.80,-,1.54,33.39,15.99,24.44
,,BANK OF CHINA LIMITED,-,-,-,-,-,-,-
,,BANK OF NOVA SCOTIA,68.05,-,4.52,-,63.52,-,-
,,BARCLAYS BANK PLC,339.07,50.57,48.12,73.31,268.22,-,30.34
,,BNP PARIBAS,6.90,-,-,-,6.90,-,-
,,CITIBANK N.A,961.04,852.73,452.73,370.10,990.94,370.51,446.93
,,COOPERATIEVE RABOBANK U.A.,169.81,202.46,-,-,372.27,79.48,251.94
,,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,2.93,-,-,-,2.93,-,-
,,CREDIT SUISSE AG,-,-,-,-,-,-,-
,,"CTBC BANK CO., LTD.",2.58,-,0.80,-,1.77,-,-
,,DBS BANK INDIA LIMITED,507.57,"5,229.99",157.49,246.91,"5,333.16",89.66,"1,045.48"
,,DEUTSCHE BANK AG,"1,510.28",709.61,277.92,485.35,"1,456.62",668.32,453.39
,,DOHA BANK Q.P.S.C.,8.88,17.62,-,-,26.50,-,13.92
,,EMIRATES NBD BANK (P.J.S.C.),-,-,-,-,-,-,-
,,FIRST ABU DHABI BANK PJSC,-,-,-,-,-,-,-
,,FIRSTRAND BANK LTD,28.00,-,-,-,28.00,-,-
,,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,669.33,592.67,164.23,185.16,912.60,126.19,290.23
,,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,35.24,-,-,35.24,-,22.91,-
,,INDUSTRIAL BANK OF KOREA,-,-,-,-,-,-,-
,,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,-,-,-,-,-,-,-
,,JSC VTB BANK,-,-,-,-,-,-,-
,,KEB HANA BANK,53.41,-,-,13.00,40.41,20.66,16.53
,,KOOKMIN BANK,-,-,-,-,-,-,-
,,KRUNG THAI BANK PUBLIC COMPANY LIMITED,-,-,-,-,-,-,-
,,MASHREQ BANK PSC,-,-,-,-,-,-,-
,,MIZUHO BANK LTD,6.34,-,-,-,6.34,-,-
,,"MUFG BANK, LTD.",-,-,-,-,-,-,-
,,PT BANK MAYBANK INDONESIA TBK,17.78,-,-,-,17.78,-,-
,,QATAR NATIONAL BANK (Q.P.S.C),-,50.00,-,-,50.00,-,40.00
,,SBERBANK,91.85,-,0.21,-,91.63,-,-
,,SBM BANK (INDIA) LIMITED,115.58,0.74,16.19,11.70,88.43,39.29,28.75
,,SHINHAN BANK,100.04,29.05,0.85,-,128.25,0.03,23.96
,,SOCIETE GENERALE,78.92,-,-,-,78.92,-,-
,,SONALI BANK,4.61,-,0.32,-,4.29,1.12,0.63
,,STANDARD CHARTERED BANK,"5,151.24","4,680.17","3,460.73","1,696.95","4,673.73",608.91,531.96
,,SUMITOMO MITSUI BANKING CORPORATION,-,-,-,-,-,-,-
,,THE ROYAL BANK OF SCOTLAND N.V.,-,-,-,-,-,-,-
,,UNITED OVERSEAS BANK LTD,75.00,-,-,-,75.00,-,-
,,WOORI BANK,-,-,-,-,-,-,-
,,FOREIGN BANKS,"10,208.31","12,838.40","4,695.13","3,307.51","15,044.07","2,086.51","3,241.25"
,,AU SMALL FINANCE BANK LIMITED,457.78,"1,285.78",126.12,114.61,"1,502.83",217.30,755.45
,,CAPITAL SMALL FINANCE BANK LIMITED,58.51,24.85,5.10,0.02,78.24,41.25,42.14
,,EQUITAS SMALL FINANCE BANK LIMITED,417.32,589.37,119.18,244.73,642.78,228.62,266.17
,,ESAF SMALL FINANCE BANK LIMITED,100.86,473.47,10.33,-,564.00,42.17,316.58
,,FINCARE SMALL FINANCE BANK LIMITED,44.71,357.12,14.32,33.93,353.58,19.76,148.41
,,JANA SMALL FINANCE BANK LIMITED,320.81,828.19,58.31,232.70,857.99,140.38,618.67
,,NORTH EAST SMALL FINANCE BANK LIMITED,26.29,170.08,4.70,-,191.66,16.21,112.45
,,SURYODAY SMALL FINANCE BANK LIMITED,101.25,398.90,9.53,96.95,393.68,20.37,188.12
,,UJJIVAN SMALL FINANCE BANK LIMITED,137.14,"1,032.80",25.50,73.85,"1,070.60",27.49,424.58
,,UTKARSH SMALL FINANCE BANK LIMITED,44.66,309.58,3.62,35.33,315.29,11.09,108.82
,,SMALL FINANCE BANKS,"1,709.33","5,470.13",376.69,832.11,"5,970.65",764.65,"2,981.41"
,,FINO PAYMENTS BANK LIMITED,-,-,-,-,-,-,-
,,INDIA POST PAYMENTS BANK LIMITED,-,-,-,-,-,-,-
,,PAYMENTS BANKS,-,-,-,-,-,-,-
,2020,ALLAHABAD BANK,"28,704.78","13,246.13","5,101.06","9,002.98","27,846.87","7,419.31","8,088.09"
,,ANDHRA BANK,"28,973.97","5,899.84","1,970.69","4,194.58","28,708.54","9,091.40","7,764.52"
,,BANK OF BARODA*,"48,232.76","45,006.65","7,971.92","15,886.06","69,381.43","15,609.50","21,576.60"
,,BANK OF INDIA,"60,661.12","16,328.81","7,812.51","7,627.49","61,549.93","19,118.96","14,320.10"
,,BANK OF MAHARASHTRA,"15,324.49","4,040.60","1,515.34","5,697.60","12,152.15","4,559.33","4,145.38"
,,CANARA BANK,"39,224.12","15,044.75","9,730.20","7,497.52","37,041.15","22,955.11","18,250.95"
,,CENTRAL BANK OF INDIA,"32,356.04","8,150.61","3,748.38","4,169.19","32,589.08","11,333.24","11,534.46"
,,CORPORATION BANK,"20,723.68","4,336.27","1,847.30","3,813.63","19,399.02","6,926.64","6,256.97"
,,INDIAN BANK,"13,353.43","5,320.50","1,491.51","3,031.61","14,150.82","6,793.11","6,184.24"
,,INDIAN OVERSEAS BANK,"33,398.12","7,225.33","4,304.14","16,406.61","19,912.70","14,368.30","6,602.80"
,,ORIENTAL BANK OF COMMERCE,"21,717.07","6,120.14","2,735.22","3,350.84","21,751.15","9,439.62","7,909.41"
,,PUNJAB AND SIND BANK,"8,605.87","2,908.56",858.99,"1,780.87","8,874.57","4,994.23","4,684.15"
,,PUNJAB NATIONAL BANK,"78,472.70","20,751.25","12,380.10","13,365.09","73,478.76","30,037.66","27,218.90"
,,STATE BANK OF INDIA,"172,750.36","49,826.28","21,122.42","52,362.37","149,091.85","65,894.74","51,871.30"
,,SYNDICATE BANK,"24,680.37","9,112.46","4,772.65","4,933.70","24,086.48","12,627.73","8,504.70"
,,UCO BANK,"29,888.33","6,181.38","4,308.67","12,479.09","19,281.95","9,649.92","5,510.66"
,,UNION BANK OF INDIA,"48,729.15","14,911.44","6,137.81","8,417.48","49,085.30","20,332.42","17,303.14"
,,UNITED BANK OF INDIA,"12,053.38","4,053.08","1,882.63","4,288.60","9,935.23","5,785.61","3,191.22"
,,PUBLIC SECTOR BANKS,"717,849.74","238,464.08","99,691.54","178,305.31","678,316.98","276,936.83","230,917.59"
,,AXIS BANK LIMITED,"29,789.44","19,915.01","9,301.36","10,169.27","30,233.82","11,275.60","9,360.41"
,,BANDHAN BANK LIMITED,934.00,926.01,212.21,655.02,992.78,289.30,389.40
,,CITY UNION BANK LIMITED,977.05,"1,110.47",300.27,373.85,"1,413.40",591.46,778.49
,,CSB BANK LIMITED,530.62,181.78,104.70,198.27,409.43,240.68,216.94
,,DCB BANK LIMITED,439.48,664.05,351.78,120.24,631.51,153.77,293.51
,,DHANLAXMI BANK LIMITED,495.84,167.59,158.96,103.25,401.22,151.71,100.94
,,FEDERAL BANK LTD,"3,260.68","1,918.80",914.46,734.19,"3,530.83","1,626.20","1,607.17"
,,HDFC BANK LTD.,"11,224.16","17,563.13","7,882.83","8,254.49","12,649.97","3,214.52","3,542.36"
,,ICICI BANK LIMITED,"45,676.04","13,802.00","7,697.10","10,951.85","40,829.09","13,449.72","9,923.24"
,,IDBI BANK LIMITED,"50,027.94","11,021.99","7,841.65","5,935.91","47,272.37","14,837.44","5,439.49"
,,IDFC FIRST BANK LIMITED,"2,136.04","2,693.49","1,039.75","1,510.23","2,279.56","1,106.63",808.57
,,INDUSIND BANK LTD,"3,947.41","5,829.87","2,091.73","2,538.81","5,146.74","2,248.28","1,886.58"
,,JAMMU & KASHMIR BANK LTD,"6,221.35","4,053.79","2,536.31",67.20,"7,671.63","3,239.61","2,181.36"
,,KARNATAKA BANK LTD,"2,456.38","1,998.58",564.19,"1,090.84","2,799.93","1,616.71","1,755.01"
,,KARUR VYSYA BANK LTD,"4,449.57","1,602.25",877.73,961.32,"4,212.77","2,420.34","1,808.65"
,,KOTAK MAHINDRA BANK LTD.,"4,467.94","3,394.97","1,899.54",936.49,"5,026.89","1,544.37","1,557.89"
,,LAKSHMI VILAS BANK LTD,"3,358.99","1,553.24",659.92,19.00,"4,233.31","1,506.29","1,387.86"
,,NAINITAL BANK LTD,388.22,181.68,33.87,-,536.03,199.52,184.14
,,RBL BANK LTD,754.62,"3,359.10",724.25,"1,252.95","2,136.52",372.74,"1,189.37"
,,SOUTH INDIAN BANK LTD,"3,131.66","1,369.59",371.97,867.51,"3,261.77","2,163.62","2,150.78"
,,TAMILNAD MERCANTILE BANK LTD,"1,168.11",554.66,335.88,365.91,"1,020.98",636.51,497.47
,,YES BANK LTD.,"7,882.56","37,272.49","5,435.46","6,842.00","32,877.59","4,484.85","8,623.78"
,,PRIVATE SECTOR BANKS,"183,718.10","131,134.55","51,335.91","53,948.59","209,568.15","67,369.88","55,683.41"
,,AB BANK LIMITED,8.90,-,-,8.90,-,-,-
,,ABU DHABI COMMERCIAL BANK PJSC,53.38,74.68,64.37,63.69,-,39.95,-
,,AMERICAN EXPRESS BANKING CORP.,199.59,"1,252.45","1,191.71",180.20,80.12,108.21,36.86
,,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,99.97,-,-,74.97,25.00,-,-
,,"BANK OF AMERICA , NATIONAL ASSOCIATION",-,0.22,0.22,-,-,-,-
,,BANK OF BAHRAIN & KUWAIT B.S.C.,79.55,7.63,3.98,4.55,78.65,49.83,6.58
,,BANK OF CEYLON,3.45,18.81,-,2.13,20.13,2.13,15.99
,,BANK OF CHINA LIMITED,-,-,-,-,-,-,-
,,BANK OF NOVA SCOTIA,68.05,-,-,-,68.05,-,-
,,BARCLAYS BANK PLC,295.84,121.43,26.15,52.05,339.07,54.37,-
,,BNP PARIBAS,6.90,-,-,-,6.90,-,-
,,CITIBANK N.A,849.11,"1,128.35",457.38,559.05,961.04,312.62,370.51
,,COOPERATIEVE RABOBANK U.A.,126.53,169.81,3.99,122.54,169.81,-,-
,,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,3.17,-,-,0.24,2.93,-,-
,,CREDIT SUISSE AG,260.00,-,-,260.00,-,107.69,-
,,"CTBC BANK CO., LTD.",3.46,-,0.89,-,2.58,-0.35,-
,,DBS BANK INDIA LIMITED,583.17,148.90,40.81,183.70,507.57,58.86,89.66
,,DEUTSCHE BANK AG,"1,424.44",815.65,624.88,104.93,"1,510.28",694.65,668.32
,,DOHA BANK Q.P.S.C.,8.88,-,-,-,8.88,-,-
,,EMIRATES NBD BANK (P.J.S.C.),-,-,-,-,-,-,-
,,FIRST ABU DHABI BANK PJSC,-,-,-,-,-,-,-
,,FIRSTRAND BANK LTD,28.00,0.00,-,0.00,28.00,21.00,-
,,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,597.71,469.41,279.30,118.50,669.33,129.12,126.19
,,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,50.05,36.80,8.79,42.82,35.24,-,22.91
,,INDUSTRIAL BANK OF KOREA,-,-,-,-,-,-,-
,,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,-,-,-,-,-,-,-
,,JSC VTB BANK,-,-,-,-,-,-,-
,,KEB HANA BANK,53.51,-,0.10,-,53.41,31.40,20.66
,,KOOKMIN BANK,-,-,-,-,-,-,-
,,KRUNG THAI BANK PUBLIC COMPANY LIMITED,-,-,-,-,-,-,-
,,MASHREQ BANK PSC,-,-,-,-,-,-,-
,,MIZUHO BANK LTD,6.34,-,-,-,6.34,-,-
,,"MUFG BANK, LTD.",70.00,-,70.00,-,-,-,-
,,PT BANK MAYBANK INDONESIA TBK,17.78,-,-,-,17.78,-,-
,,QATAR NATIONAL BANK (Q.P.S.C),-,-,-,-,-,-,-
,,SBERBANK,91.85,-,-,-,91.85,-,-
,,SBM BANK (INDIA) LIMITED,149.31,21.15,10.02,44.86,115.58,50.67,36.78
,,SHINHAN BANK,100.00,0.04,-,-,100.04,85.00,0.03
,,SOCIETE GENERALE,148.92,-,70.00,-,78.92,45.45,-
,,SONALI BANK,4.46,0.24,0.09,-,4.61,1.01,1.12
,,STANDARD CHARTERED BANK,"6,690.78","2,485.21",913.77,"3,110.98","5,151.24",259.84,608.91
,,SUMITOMO MITSUI BANKING CORPORATION,-,-,-,-,-,-,-
,,THE ROYAL BANK OF SCOTLAND N.V.,-,-,-,-,-,-,-
,,UNITED OVERSEAS BANK LTD,155.19,-,25.51,54.68,75.00,-,-
,,WESTPAC BANKING CORPORATION,-,-,-,-,-,-,-
,,WOORI BANK,12.89,-,-,12.89,-,-,-
,,FOREIGN BANKS,"12,251.16","6,750.77","3,791.94","5,001.67","10,208.31","2,051.45","2,004.52"
,,AU SMALL FINANCE BANK LIMITED,470.14,617.03,582.26,47.13,457.78,294.50,217.30
,,CAPITAL SMALL FINANCE BANK LIMITED,33.96,42.19,17.63,0.01,58.51,24.22,41.25
,,EQUITAS SMALL FINANCE BANK LIMITED,295.71,409.30,216.19,71.51,417.32,167.42,228.61
,,ESAF SMALL FINANCE BANK LIMITED,74.01,80.11,23.99,29.27,100.86,35.22,42.17
